gene,n_complete,protein_coverage,spearman_rho,spearman_p,rna_to_protein_slope,rna_to_protein_intercept,n_high_rna,n_high_rna_unexpected_low_protein,fraction_high_rna_unexpected_low_protein,median_residual_z_among_high_rna,n_low_rna,n_low_rna_unexpected_high_protein,spearman_fdr,protein_detected,detected_fraction,total_patients,triangulation_class
HSPA8,96,1.0,0.42775366250678243,1.3798635435286657e-05,0.4421291570836683,2.398081733190338e-14,11,3,0.2727272727272727,-0.4803767771499178,10,2,4.17539045852461e-05,1.0,0.6363636363636364,11.0,cross_assay_detected
IARS2,96,1.0,0.36827183939229513,0.0002227802413918392,0.4054463945894694,1.7139067942650854e-15,11,3,0.2727272727272727,-0.1479160685093709,7,0,0.000527061581769732,1.0,1.0,12.0,cross_assay_detected
IGF2BP2,96,1.0,0.6595360824742268,2.7290100410754007e-13,0.7313702800052104,6.702971511174383e-15,11,3,0.2727272727272727,0.009311876456168032,6,0,3.77967890688943e-12,1.0,1.0,11.0,cross_assay_detected
LAP3,96,1.0,0.5209848073792729,5.275625913767396e-08,0.6206818306224782,-5.061923102900323e-15,11,3,0.2727272727272727,0.6712874898392811,2,1,2.633060140745169e-07,1.0,0.8333333333333334,12.0,cross_assay_detected
MARK3,84,0.875,0.35032904728156317,0.0010873393895293757,0.3974499642089,-5.4088677980956845e-15,11,3,0.2727272727272727,-0.12891020709844636,15,1,0.002245614247154796,1.0,1.0,12.0,cross_assay_detected
MRPL10,96,1.0,0.310973955507325,0.002043478456549483,0.3475313204908394,3.95516952522712e-16,11,3,0.2727272727272727,-0.19779016380852565,15,2,0.003972235315538294,1.0,1.0,12.0,cross_assay_detected
MRPL19,96,1.0,-0.15660607704829083,0.12757411854482226,-0.11736035612765028,1.059482362952835e-15,11,3,0.2727272727272727,0.1762382085078877,11,1,0.16525969214457878,1.0,1.0,12.0,cross_assay_detected
MRPL2,96,1.0,0.1940992946283234,0.05810192241277269,0.17410067345622754,2.710505431213761e-15,11,3,0.2727272727272727,0.18732535830820415,12,3,0.08164480663709847,1.0,1.0,12.0,cross_assay_detected
MXRA5,96,1.0,0.5213510580575149,5.143886634700635e-08,0.5282380295005148,1.7069679003611782e-15,11,3,0.2727272727272727,-0.36430435833646535,0,0,2.571169800563144e-07,1.0,0.7,10.0,cross_assay_detected
NT5C3A,96,1.0,0.48528214867064573,5.412129895605044e-07,0.5117489528538472,-3.566591466608315e-15,11,3,0.2727272727272727,-0.0996172108356824,5,1,2.195231210859203e-06,1.0,1.0,10.0,cross_assay_detected
P4HA2,96,1.0,0.3424036896364622,0.0006384207277487916,0.3170138440598733,-7.355227538141662e-16,11,3,0.2727272727272727,-0.14929022168516085,10,3,0.0013815823561438693,1.0,1.0,11.0,cross_assay_detected
PANX1,89,0.9270833333333334,0.3781409601634321,0.00025859959804134326,0.3355481565848636,-4.378442053365461e-15,11,3,0.2727272727272727,-0.5920017272631904,9,0,0.000604915597388758,1.0,0.8181818181818182,11.0,cross_assay_detected
PDZD8,92,0.9583333333333334,0.2351309279780528,0.02405858725387437,0.35891398855525986,-6.6058269965196814e-15,11,3,0.2727272727272727,-0.029734249279199945,9,2,0.03698069088179348,1.0,0.9166666666666666,12.0,cross_assay_detected
PIH1D1,96,1.0,0.09664948453608248,0.3488829222775601,0.16917485147047784,1.0116907311896739e-14,11,3,0.2727272727272727,0.46673351623122583,12,2,0.40350968463834724,1.0,1.0,10.0,cross_assay_detected
PLXNB2,96,1.0,0.08176885512750949,0.4283603952048658,0.02700843898894431,8.98586760555986e-15,11,3,0.2727272727272727,-0.2584526279181922,10,0,0.48201420232260456,1.0,1.0,12.0,cross_assay_detected
PRAF2,81,0.84375,0.5166892502258356,7.892512692907962e-07,0.44236257093852627,7.428085924132688e-15,11,3,0.2727272727272727,-0.028018417313289794,14,0,3.084622244706181e-06,1.0,1.0,11.0,cross_assay_detected
PRDX2,96,1.0,0.18414270211611503,0.07249774052459462,0.17495022769709467,1.321859288694327e-14,11,3,0.2727272727272727,0.2440551858139276,15,2,0.09984772716128135,1.0,1.0,11.0,cross_assay_detected
PRKAR2B,96,1.0,0.5351871947911014,1.935246917556042e-08,0.5021902550985706,1.6736612096224235e-14,11,3,0.2727272727272727,0.48508807620492767,5,0,1.0392182155018229e-07,1.0,0.9166666666666666,12.0,cross_assay_detected
PROM1,80,0.8333333333333334,0.6875293014533521,1.8694363824694164e-12,0.597670126437659,3.920475055707584e-16,11,3,0.2727272727272727,-0.3460331795648517,4,0,2.1172083595667257e-11,1.0,1.0,12.0,cross_assay_detected
RBM17,96,1.0,0.12860824742268043,0.21174373495001705,0.18048913864006771,-1.0755285551056204e-15,11,3,0.2727272727272727,-0.23684270650733272,13,0,0.25971814574681057,1.0,1.0,10.0,cross_assay_detected
RELL1,96,1.0,0.41606077048290835,2.4873502473787673e-05,0.398784251208227,1.4849232954361469e-15,11,3,0.2727272727272727,0.2667251080058821,1,0,7.220918971429714e-05,1.0,1.0,12.0,cross_assay_detected
REXO4,91,0.9479166666666666,0.3333174072304508,0.0012442283509426374,0.3518424080162367,-1.169203622808368e-15,11,3,0.2727272727272727,-0.6837544786315604,11,0,0.002537309839590998,1.0,0.8333333333333334,12.0,cross_assay_detected
RNF170,96,1.0,0.5498507867607162,6.538362124151198e-09,0.5649722889911126,5.509481759702339e-15,11,3,0.2727272727272727,0.0050996771376893455,9,0,3.85346023061677e-08,1.0,0.6363636363636364,11.0,cross_assay_detected
RRM1,96,1.0,0.5852007596310363,3.8103334245547817e-10,0.5482313684874204,-6.175615574477433e-15,11,3,0.2727272727272727,0.27863962894407107,9,2,2.8982948062288547e-09,1.0,0.9090909090909092,11.0,cross_assay_detected
RWDD1,92,0.9583333333333334,0.23657968959511733,0.023177196867510616,0.22560183035240436,1.4953316362920077e-15,11,3,0.2727272727272727,-0.07845760874891355,10,2,0.03577478634205029,1.0,1.0,11.0,cross_assay_detected
SAP30,96,1.0,0.41011937059142706,3.327928011057449e-05,0.436252613988637,6.245004513516506e-17,11,3,0.2727272727272727,0.15824127700912746,7,1,9.41850379630052e-05,1.0,1.0,12.0,cross_assay_detected
SDF2L1,96,1.0,0.42388768312533914,1.6807182768110918e-05,0.48880707230349396,9.707512571566213e-15,11,3,0.2727272727272727,0.1379342016979699,6,1,5.021759597411298e-05,1.0,1.0,11.0,cross_assay_detected
SEC23A,96,1.0,0.537669560499186,1.616338944468439e-08,0.49081594622886493,-1.8582357874663558e-14,11,3,0.2727272727272727,-0.18702390472526897,14,1,8.822184977689807e-08,1.0,1.0,12.0,cross_assay_detected
SLC25A13,96,1.0,0.7129544221378187,3.686628797965773e-16,0.7053124250732772,8.11156697366755e-15,11,3,0.2727272727272727,-0.6231557285314322,16,1,9.248269660648681e-15,1.0,0.8,10.0,cross_assay_detected
SPATS2,88,0.9166666666666666,0.38226902891761483,0.0002375223899110653,0.38980396356693653,-1.6653345369377348e-15,11,3,0.2727272727272727,0.06984312257680655,9,2,0.00055935134542287,1.0,1.0,12.0,cross_assay_detected
SPATS2L,96,1.0,0.6440586001085187,1.4522134583599187e-12,0.6842011091479192,1.8735013540549517e-14,11,3,0.2727272727272727,-0.4268068930189619,9,2,1.6997033576015387e-11,1.0,0.8181818181818182,11.0,cross_assay_detected
SPCS3,96,1.0,0.1177563754747694,0.2531885470075154,0.07680452514866615,6.966649479522857e-15,11,3,0.2727272727272727,-0.0149650383129924,15,2,0.3048892581255959,1.0,0.8181818181818182,11.0,cross_assay_detected
SPR,96,1.0,0.2048290830168204,0.04529588679798043,0.3224593398227955,-3.969047313034935e-15,11,3,0.2727272727272727,-0.34886185049299273,15,3,0.06559168518334933,1.0,1.0,11.0,cross_assay_detected
SRM,96,1.0,0.47246337493217583,1.1729337101900447e-06,0.4722730061036071,-1.370778490716873e-14,11,3,0.2727272727272727,-0.5941313010835101,13,3,4.438055381527272e-06,1.0,1.0,12.0,cross_assay_detected
STK4,96,1.0,0.43301682040151923,1.0508060936118026e-05,0.5004569491228311,2.5465740627339528e-14,11,3,0.2727272727272727,-0.4553457701028498,13,1,3.272018224979515e-05,1.0,0.6666666666666666,12.0,cross_assay_detected
THBS2,96,1.0,0.7256375474769398,6.129328054032577e-17,0.6270450729534416,-1.231653667943533e-15,11,3,0.2727272727272727,0.013920419591444591,0,0,1.85217149560039e-15,1.0,0.9,10.0,cross_assay_detected
