"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERPINB9",3.36204124387524e-42,0.934225371418064,0.91,0.812,7.9633308902429e-38,0,"SERPINB9"
"LIMD2",4.269500135882e-42,0.641187318651533,0.8,0.622,1.01127380218501e-37,0,"LIMD2"
"MYO1G",1.65419170398856e-41,1.1694856129753,0.416,0.219,3.91811847006731e-37,0,"MYO1G"
"RIN3",2.03965989706937e-41,1.21501217151307,0.41,0.216,4.83113843219851e-37,0,"RIN3"
"SFMBT2",2.3196301239349e-41,1.72884683263254,0.706,0.557,5.4942759115522e-37,0,"SFMBT2"
"LAT",2.32433855893829e-41,0.822930568255537,0.496,0.276,5.50542831070125e-37,0,"LAT"
"SELPLG",7.98744763630457e-41,0.716359902747616,0.559,0.33,1.8919068471351e-36,0,"SELPLG"
"LITAF",1.4508646924756e-40,1.31286865887867,0.697,0.605,3.43651811059771e-36,0,"LITAF"
"ARHGEF1",1.56569220425419e-40,0.923166631968964,0.772,0.604,3.70849855499649e-36,0,"ARHGEF1"
"PDE7B",2.64757918941662e-40,2.18039541549852,0.59,0.444,6.2710560680522e-36,0,"PDE7B"
"DEF6",4.80402493549519e-40,0.960129680539144,0.548,0.341,1.13788134622139e-35,0,"DEF6"
"PATL2",9.63419090974291e-40,1.79881424648971,0.267,0.113,2.2819544588817e-35,0,"PATL2"
"PRKCQ",4.26768191666562e-39,1.0810244230861,0.343,0.162,1.01084313878142e-34,0,"PRKCQ"
"C5orf56",8.72329075393243e-39,1.44470172448181,0.334,0.164,2.06619864797643e-34,0,"C5orf56"
"ABCA2",1.17417519427395e-38,1.73277580241751,0.37,0.194,2.78115136515727e-34,0,"ABCA2"
"TAF5L",1.58414870139966e-38,1.41312071946455,0.335,0.163,3.75221461413523e-34,0,"TAF5L"
"INPP5D",1.60725954908122e-38,0.870802009004219,0.6,0.388,3.80695496795377e-34,0,"INPP5D"
"GPR56",1.81876213413031e-38,1.16922386808589,0.58,0.389,4.30791999090104e-34,0,"GPR56"
"LOC100132247",2.22926445526779e-38,0.843919680378457,0.79,0.68,5.2802357887473e-34,0,"LOC100132247"
"PSMB8",1.46153280563714e-37,0.855123026695861,0.742,0.607,3.46178660343213e-33,0,"PSMB8"
"BATF",1.61926728752608e-37,1.17764306684849,0.365,0.189,3.83539649723427e-33,0,"BATF"
"SYNE2",1.78251713187989e-37,0.792710348530331,0.769,0.6,4.22207007857072e-33,0,"SYNE2"
"F2R",6.03547283312986e-37,1.48596156475871,0.835,0.726,1.42956209525514e-32,0,"F2R"
"TP53INP1",6.60027267602129e-37,1.52850401753994,0.467,0.285,1.5633405860424e-32,0,"TP53INP1"
"CLSTN3",2.39506964159872e-36,1.59764236843799,0.319,0.155,5.67296195309073e-32,0,"CLSTN3"
"CLEC2B",3.52550910615416e-36,1.09564210821765,0.524,0.348,8.35052086883675e-32,0,"CLEC2B"
"MYO1F",7.98188318239606e-36,1.1448954270681,0.479,0.292,1.89058885058233e-31,0,"MYO1F"
"LOC728558",8.77516231627505e-36,0.591017199973177,0.916,0.857,2.07848494623291e-31,0,"LOC728558"
"CYTH4",1.08360190954807e-35,1.17341567755833,0.417,0.23,2.56661948295557e-31,0,"CYTH4"
"OSBPL3",1.20305366934486e-35,1.45168844205115,0.48,0.307,2.84955292121023e-31,0,"OSBPL3"
"NCALD",1.37170403251196e-35,1.7231785845868,0.291,0.134,3.24901817140783e-31,0,"NCALD"
"SYT11",2.2267404569146e-35,1.71912123901178,0.738,0.614,5.27425744624792e-31,0,"SYT11"
"TMEM2",3.77409822137311e-35,0.98717657345658,0.631,0.443,8.93932904714435e-31,0,"TMEM2"
"KIAA1324",6.90360580086843e-35,0.959552457930486,0.895,0.813,1.6351880699937e-30,0,"KIAA1324"
"WNK1",9.88456313131387e-35,0.963953190220184,0.779,0.648,2.341257623283e-30,0,"WNK1"
"SLC9A3R1",2.88840154763113e-34,1.18520569940574,0.506,0.337,6.8414679057191e-30,0,"SLC9A3R1"
"AOAH",4.72270730778934e-34,0.606445642090238,0.382,0.194,1.11862045292298e-29,0,"AOAH"
"RGPD2",1.15602671991832e-33,1.34682006395896,0.278,0.132,2.73816488879854e-29,0,"RGPD2"
"PIP4K2A",1.44148371609787e-33,0.67202599368584,0.793,0.681,3.41429832994941e-29,0,"PIP4K2A"
"CD2BP2",2.18542452230324e-33,1.35203107609525,0.553,0.422,5.17639652352747e-29,0,"CD2BP2"
"ETNK1",3.84712584010649e-33,1.00166081122961,0.735,0.619,9.11230226487623e-29,0,"ETNK1"
"AFAP1L2",4.16090212780217e-33,2.22409433501028,0.286,0.142,9.85551277991221e-29,0,"AFAP1L2"
"PSD4",4.35670829491774e-33,1.19796491395749,0.36,0.193,1.03192992673422e-28,0,"PSD4"
"ALOX5AP",6.70812021271702e-33,1.15677165883654,0.428,0.259,1.58888535358415e-28,0,"ALOX5AP"
"IRF1",1.37569587937612e-32,0.595077710444753,0.981,0.953,3.25847325989027e-28,0,"IRF1"
"PSME2",1.47946986930264e-32,0.652252361315459,0.76,0.648,3.50427233243022e-28,0,"PSME2"
"DENND1C",2.2347320284231e-32,0.950500499134286,0.413,0.235,5.29318628252295e-28,0,"DENND1C"
"IL21R",2.35371162685103e-32,1.47227269648663,0.638,0.477,5.57500135935936e-28,0,"IL21R"
"TMC8",3.91340615303949e-32,0.610599263279254,0.548,0.346,9.26929381408933e-28,0,"TMC8"
"PSMB10",7.38291731367802e-32,0.903133972123329,0.652,0.529,1.74871779491778e-27,0,"PSMB10"
"SMG1",1.27774012483845e-31,1.03742739394674,0.88,0.803,3.02645525969235e-27,0,"SMG1"
"OGT",2.27168277871473e-31,0.853259874071674,0.756,0.643,5.3807078296637e-27,0,"OGT"
"ETS1",3.0169932696164e-31,0.973756384656265,0.58,0.406,7.14605025841341e-27,0,"ETS1"
"TESPA1",3.09297078755215e-31,1.27251177201551,0.608,0.452,7.32601060739603e-27,0,"TESPA1"
"GATA3",3.24765851150814e-31,1.0630621335287,0.3,0.147,7.69240395035818e-27,0,"GATA3"
"ELF1",3.71654167673427e-31,0.988265075547534,0.662,0.525,8.80300061551279e-27,0,"ELF1"
"CD69",3.82675735781659e-31,0.503376214045165,0.621,0.399,9.06405747772437e-27,0,"CD69"
"UBE2L6",4.56597321642432e-31,0.738048225132876,0.663,0.552,1.08149641604226e-26,0,"UBE2L6"
"DOCK2",8.96600743563517e-31,0.684786575539286,0.546,0.344,2.12368852120455e-26,0,"DOCK2"
"RHOF",1.01281130701498e-30,0.721916392916991,0.75,0.597,2.39894486179568e-26,0,"RHOF"
"RABGAP1L",1.04973654175621e-30,1.043981824097,0.793,0.68,2.48640597280376e-26,0,"RABGAP1L"
"IL12RB1",1.36900733409644e-30,0.92527422185825,0.905,0.833,3.24263077154083e-26,0,"IL12RB1"
"TBC1D4",1.6901329357159e-30,1.427182931739,0.42,0.255,4.00324887153667e-26,0,"TBC1D4"
"P2RY10",2.53808894915861e-30,0.924542664239904,0.323,0.165,6.01171748497708e-26,0,"P2RY10"
"IRF2",3.57412763439048e-30,1.24057174896164,0.528,0.378,8.46567871481728e-26,0,"IRF2"
"RNF166",5.55502814914655e-30,1.07348599401192,0.42,0.261,1.31576396740685e-25,0,"RNF166"
"ARF6",6.27810046297295e-30,1.08416940790208,0.698,0.584,1.48703087565977e-25,0,"ARF6"
"SP100",1.32071377012112e-29,0.619697317019029,0.981,0.957,3.12824263590887e-25,0,"SP100"
"RAB37",1.42930036352195e-29,1.40930751997448,0.382,0.23,3.38544084103809e-25,0,"RAB37"
"UCP2",2.15094161367076e-29,0.624120340500775,0.683,0.513,5.09472030614055e-25,0,"UCP2"
"MAPK13",3.23071727486193e-29,0.984327027177187,0.894,0.849,7.65227693723796e-25,0,"MAPK13"
"NR4A2",1.72461322552601e-28,1.12364674440288,0.588,0.439,4.0849188859809e-24,0,"NR4A2"
"CLIC1",3.07230770912086e-28,0.505066051546773,0.85,0.762,7.27706803982366e-24,0,"CLIC1"
"ICAM3",3.55959093497913e-28,0.848816715536131,0.523,0.361,8.43124708859156e-24,0,"ICAM3"
"LASP1",6.99343937304106e-28,1.04613659951777,0.61,0.5,1.65646604989851e-23,0,"LASP1"
"TRIM59",7.57491342561585e-28,1.28317557128588,0.804,0.699,1.79419399399137e-23,0,"TRIM59"
"LAYN",9.28931231743859e-28,2.47464594211375,0.301,0.169,2.20026651550851e-23,0,"LAYN"
"TRPS1",1.00831862531855e-26,1.66529034376414,0.35,0.214,2.38830349592952e-22,0,"TRPS1"
"ANXA6",1.09458950553793e-26,0.765565072924098,0.686,0.575,2.59264470281713e-22,0,"ANXA6"
"MCOLN2",1.15332267481691e-26,1.66408243938989,0.528,0.383,2.73176008757134e-22,0,"MCOLN2"
"STAT4",1.161619527753e-26,0.592685587333238,0.427,0.258,2.75141201343575e-22,0,"STAT4"
"RASSF1",1.63208227809994e-26,1.4802096956188,0.435,0.294,3.86575008390751e-22,0,"RASSF1"
"ARHGEF3",2.08601363957822e-26,1.26989462798251,0.439,0.292,4.94093190670498e-22,0,"ARHGEF3"
"APBB1IP",4.01645164143906e-26,0.812446594304976,0.411,0.25,9.51336735791256e-22,0,"APBB1IP"
"C6orf62",4.36190495993457e-26,0.576487687704331,0.899,0.872,1.0331608088101e-21,0,"C6orf62"
"SNX20",4.88129030166786e-26,1.10682982763668,0.491,0.343,1.15618242085305e-21,0,"SNX20"
"MLL",5.62469315901399e-26,1.03968414170601,0.6,0.466,1.33226482164405e-21,0,"MLL"
"GPR65",1.7756499457842e-25,1.02835039094522,0.742,0.605,4.20580446158446e-21,0,"GPR65"
"ARID5A",1.971726477652e-25,1.24498730021664,0.422,0.29,4.67023133496653e-21,0,"ARID5A"
"LOC440354",2.29987901107775e-25,0.962326330971018,0.665,0.569,5.44749342563876e-21,0,"LOC440354"
"SPTAN1",3.04756189150604e-25,1.04465420011033,0.607,0.48,7.21845509622121e-21,0,"SPTAN1"
"RHOH",3.26635740686666e-25,0.601968203104669,0.534,0.356,7.73669415390438e-21,0,"RHOH"
"LPXN",3.84613558437125e-25,0.898529368916721,0.53,0.373,9.10995674514175e-21,0,"LPXN"
"ST8SIA4",4.12136540685911e-25,1.02445159798065,0.818,0.732,9.76186610268648e-21,0,"ST8SIA4"
"RGS3",5.94242593606469e-25,1.57239354794504,0.352,0.215,1.40752300721628e-20,0,"RGS3"
"IRF9",6.24598124500457e-25,1.00042618071247,0.613,0.496,1.47942311769178e-20,0,"IRF9"
"HLA-L",6.53728474602923e-25,0.680393753707961,0.871,0.772,1.54842126494448e-20,0,"HLA-L"
"LOC613037",7.14662085220652e-25,0.660435683547167,0.768,0.662,1.69274861505364e-20,0,"LOC613037"
"SH3KBP1",7.35903052221836e-25,0.837747399626893,0.681,0.568,1.74305996949264e-20,0,"SH3KBP1"
"LRBA",1.24708348713466e-24,1.28479344612884,0.439,0.295,2.95384194762715e-20,0,"LRBA"
"ARL4C",1.26890701549601e-24,0.865837779216383,0.442,0.294,3.00553315690385e-20,0,"ARL4C"
"TUBA4A",1.46576576428578e-24,0.697267408184093,0.45,0.289,3.4718127892873e-20,0,"TUBA4A"
"HSPA1B",1.50813090108704e-24,2.06631765760566,0.461,0.364,3.57215885231477e-20,0,"HSPA1B"
"OAS2",1.95173637951472e-24,1.11415438143179,0.476,0.331,4.62288278851858e-20,0,"OAS2"
"SMG1P1",2.08643429258724e-24,0.870349042057352,0.671,0.55,4.94192826542214e-20,0,"SMG1P1"
"CD82",2.9560951941422e-24,0.911327293436067,0.877,0.802,7.00180707684521e-20,0,"CD82"
"PECAM1",3.94652035617139e-24,0.717106708346101,0.738,0.618,9.34772811562755e-20,0,"PECAM1"
"MCL1",4.94085411958402e-24,0.954589715140423,0.66,0.568,1.17029070676467e-19,0,"MCL1"
"SP4",7.15425080373865e-24,1.47142074497917,0.693,0.574,1.69455584537354e-19,0,"SP4"
"APOL6",9.17011171625416e-24,0.78128725413754,0.911,0.853,2.17203266111196e-19,0,"APOL6"
"PIK3CD",1.30247358369261e-23,0.892567605111748,0.854,0.784,3.08503893033432e-19,0,"PIK3CD"
"DNAJB1",1.34439759992044e-23,1.33602436105432,0.72,0.68,3.18434015517156e-19,0,"DNAJB1"
"LOC554223",1.53982671671381e-23,0.855737016921964,0.406,0.26,3.64723356120834e-19,0,"LOC554223"
"RDH10",1.67397284726881e-23,2.02750260343243,0.722,0.629,3.96497208604089e-19,0,"RDH10"
"BTN3A3",2.07423261910782e-23,1.12907565489919,0.401,0.256,4.91302738161877e-19,0,"BTN3A3"
"ACSL5",2.24356367936962e-23,1.05836314617134,0.34,0.202,5.31410493095489e-19,0,"ACSL5"
"HSPA1A",3.24328334806052e-23,1.91200508439485,0.552,0.458,7.68204093821614e-19,0,"HSPA1A"
"PTPRJ",3.44471210280415e-23,1.13015796817168,0.748,0.65,8.15914508670191e-19,0,"PTPRJ"
"DNASE1",4.80279003993628e-23,0.532576620083311,0.82,0.741,1.13758884885931e-18,0,"DNASE1"
"LAX1",5.0582516305066e-23,1.28918724566773,0.608,0.479,1.19809748120179e-18,0,"LAX1"
"FERMT3",6.65335377943294e-23,0.864431634245261,0.441,0.293,1.57591337619649e-18,0,"FERMT3"
"ATP6V0A2",6.76590580429737e-23,1.17560587130115,0.814,0.731,1.60257244880587e-18,0,"ATP6V0A2"
"MYH9",8.41839696076916e-23,0.585608143141904,0.837,0.788,1.99398150412778e-18,0,"MYH9"
"LOC100130231",1.07519762812564e-22,0.552850140109822,0.575,0.431,2.54671310197838e-18,0,"LOC100130231"
"S100PBP",1.12986768186883e-22,1.57944645503916,0.661,0.561,2.67620459127451e-18,0,"S100PBP"
"FAM3C",1.56387096883014e-22,2.32327361530985,0.345,0.226,3.70418477677106e-18,0,"FAM3C"
"FAM53B",1.88160050648434e-22,1.08516885564493,0.443,0.309,4.45675895965882e-18,0,"FAM53B"
"NPIPL3",3.39645752302762e-22,0.587671201614459,0.742,0.639,8.04484928904322e-18,0,"NPIPL3"
"ARHGAP25",3.44711459300703e-22,0.692268465460891,0.463,0.306,8.16483562499645e-18,0,"ARHGAP25"
"SAMD9",5.14392836405848e-22,1.20158775000417,0.347,0.22,1.21839087231089e-17,0,"SAMD9"
"SLFN5",6.40268875939538e-22,0.94888234566088,0.557,0.435,1.51654085955039e-17,0,"SLFN5"
"SAMD9L",7.25362087507364e-22,1.24638341411607,0.406,0.28,1.71809264046994e-17,0,"SAMD9L"
"FNBP1",7.8137633493537e-22,0.723820343774092,0.768,0.657,1.85076798692792e-17,0,"FNBP1"
"AP4B1-AS1",8.23709796320339e-22,0.588547976234429,0.733,0.634,1.95103902356435e-17,0,"AP4B1-AS1"
"VOPP1",2.02467489702923e-21,1.21856558249579,0.379,0.252,4.79564496110343e-17,0,"VOPP1"
"NFATC2",2.03676609828378e-21,0.692497846644347,0.424,0.275,4.82428418039496e-17,0,"NFATC2"
"STAT3",2.30941960209203e-21,0.974893369909204,0.851,0.803,5.47009126951519e-17,0,"STAT3"
"PARP15",2.35785692674451e-21,0.632961948613267,0.365,0.22,5.58481991668704e-17,0,"PARP15"
"SEPT7",2.38018962764433e-21,0.721196501673359,0.787,0.731,5.63771715203835e-17,0,"SEPT7"
"GMFG",2.436076377094e-21,0.540272563335504,0.547,0.381,5.77009050678485e-17,0,"GMFG"
"MAT2B",2.52087000584618e-21,0.839123976630877,0.684,0.609,5.97093269584725e-17,0,"MAT2B"
"GBP3",3.07083659267474e-21,1.40235287017788,0.307,0.179,7.27358355340938e-17,0,"GBP3"
"EVI2A",3.85610385725786e-21,1.00641935914186,0.459,0.325,9.13356759630096e-17,0,"EVI2A"
"DUSP16",4.01859758541969e-21,1.11879281883429,0.313,0.186,9.51845024082507e-17,0,"DUSP16"
"AKAP13",5.70079945962767e-21,0.699740471928979,0.75,0.666,1.35029136000741e-16,0,"AKAP13"
"PPP2R5C",1.13023577405314e-20,0.95023780799958,0.671,0.557,2.67707645442228e-16,0,"PPP2R5C"
"RFTN1",1.30073223243583e-20,1.14276183566617,0.374,0.245,3.0809143657475e-16,0,"RFTN1"
"GVINP1",1.60299752298183e-20,0.703376621656876,0.669,0.525,3.79685993293476e-16,0,"GVINP1"
"GZMM",1.72160509655623e-20,0.790005570540059,0.274,0.152,4.07779383170308e-16,0,"GZMM"
"ZBTB38",2.30619565924586e-20,1.31450853174899,0.556,0.446,5.46245503848975e-16,0,"ZBTB38"
"FAM105B",2.70084622995938e-20,1.47996675480953,0.664,0.545,6.3972243802818e-16,0,"FAM105B"
"MGEA5",2.95807153563665e-20,0.777435651134155,0.633,0.537,7.00648823930898e-16,0,"MGEA5"
"SCML4",3.47792202461145e-20,0.637779404557976,0.758,0.661,8.23780610749467e-16,0,"SCML4"
"FGD3",3.53364697055526e-20,0.711322788875524,0.428,0.28,8.36979621445719e-16,0,"FGD3"
"E2F3",4.2022515476062e-20,1.33005495082227,0.308,0.189,9.95345301566005e-16,0,"E2F3"
"KIAA0825",4.56621493384013e-20,2.00407705290501,0.643,0.543,1.08155366922937e-15,0,"KIAA0825"
"PDE3B",6.21296385112983e-20,1.47571089615744,0.282,0.165,1.47160261777861e-15,0,"PDE3B"
"ID3",6.31532611393926e-20,0.678047760455372,0.307,0.187,1.49584814334765e-15,0,"ID3"
"NFATC3",6.46090596736681e-20,1.03961502028684,0.509,0.392,1.5303301874305e-15,0,"NFATC3"
"FABP5",6.51548335210211e-20,0.770059651963338,0.491,0.376,1.5432573867789e-15,0,"FABP5"
"ISG20",9.3030036051795e-20,0.565888499328708,0.565,0.416,2.20350943392282e-15,0,"ISG20"
"IL21R-AS1",1.02405982348469e-19,1.01608964415857,0.541,0.417,2.42558809790583e-15,0,"IL21R-AS1"
"ARGLU1",1.25560823368704e-19,0.54410362793002,0.812,0.718,2.97403366231113e-15,0,"ARGLU1"
"TC2N",1.43398815397255e-19,0.946826070510357,0.372,0.239,3.39654434149939e-15,0,"TC2N"
"SYNRG",1.49550280671999e-19,0.859274472732406,0.836,0.753,3.54224794799698e-15,0,"SYNRG"
"ARL6IP1",1.78542653193365e-19,0.858358343057672,0.674,0.603,4.22896128353804e-15,0,"ARL6IP1"
"CAPZA1",2.66631493448845e-19,0.607829826782764,0.882,0.822,6.31543355382933e-15,0,"CAPZA1"
"ARID4B",3.52818927346592e-19,0.872578795406662,0.667,0.586,8.35686911313138e-15,0,"ARID4B"
"STK17A",6.37921493758801e-19,1.16636259954206,0.398,0.281,1.51098085011709e-14,0,"STK17A"
"MLL5",7.46831577244369e-19,0.655092087575017,0.828,0.788,1.76894527386101e-14,0,"MLL5"
"STK4",1.18030423660797e-18,0.582317641196792,0.942,0.911,2.79566861482963e-14,0,"STK4"
"TNFSF14",1.58868681839696e-18,1.08557642760487,0.742,0.643,3.76296359805503e-14,0,"TNFSF14"
"PCNXL2",1.6355269008732e-18,1.21948972761523,0.282,0.166,3.87390901740825e-14,0,"PCNXL2"
"LIME1",2.45591430391552e-18,0.829755673713266,0.362,0.238,5.8170786202543e-14,0,"LIME1"
"PGAM1",3.99420086952534e-18,0.591449684532356,0.693,0.622,9.46066417955773e-14,0,"PGAM1"
"MAPRE2",4.13316393449226e-18,1.07677209067278,0.591,0.484,9.78981209523837e-14,0,"MAPRE2"
"NLRP1",4.53594682017147e-18,0.791154889372286,0.41,0.275,1.07438436382581e-13,0,"NLRP1"
"RAPGEF6",6.19053939387132e-18,1.0177370773477,0.506,0.394,1.46629116083236e-13,0,"RAPGEF6"
"LBR",6.60832205690464e-18,1.07429527461815,0.437,0.33,1.56524716239843e-13,0,"LBR"
"CARD11",7.74893780043034e-18,1.02096380934888,0.271,0.159,1.83541340740993e-13,0,"CARD11"
"NPAP1",1.42931102644703e-17,0.681567840518372,0.704,0.638,3.38546609724243e-13,0,"NPAP1"
"PLEKHG2",1.70628822080492e-17,0.715719019830269,0.893,0.835,4.04151427979853e-13,0,"PLEKHG2"
"UBASH3B",2.40726219950337e-17,1.77835559904914,0.318,0.206,5.70184124574369e-13,0,"UBASH3B"
"LOC100271836",2.70664413700267e-17,0.97179533443143,0.463,0.349,6.41095730290451e-13,0,"LOC100271836"
"KLF12",3.1829734841947e-17,0.861736654691695,0.43,0.306,7.53919099466356e-13,0,"KLF12"
"TCIRG1",3.51651935371086e-17,0.802821846563227,0.512,0.402,8.32922774119953e-13,0,"TCIRG1"
"ZBP1",3.78881660825629e-17,1.16403040475947,0.514,0.402,8.97419101831584e-13,0,"ZBP1"
"PDE4D",3.79065838625613e-17,1.08906627593813,0.446,0.337,8.97855345368627e-13,0,"PDE4D"
"UBE2F",4.72322958089794e-17,1.73120824803902,0.404,0.322,1.11874415853149e-12,0,"UBE2F"
"UTRN",5.04373043473151e-17,0.645477524932823,0.639,0.544,1.19465799077051e-12,0,"UTRN"
"MTX3",6.47012797085912e-17,1.10858780257712,0.836,0.761,1.53251451117769e-12,0,"MTX3"
"BUB3",6.85573661695971e-17,0.795781582902703,0.588,0.503,1.62384977509308e-12,0,"BUB3"
"ARL6IP5",8.13300990177589e-17,0.542487999146388,0.716,0.67,1.92638472533464e-12,0,"ARL6IP5"
"CCL16",8.53754040068275e-17,0.684273424564046,0.708,0.596,2.02220181930572e-12,0,"CCL16"
"NCOR1",1.44946966246059e-16,0.596931433944146,0.811,0.752,3.43321384250416e-12,0,"NCOR1"
"CDK2AP2",2.5215782204619e-16,0.935459380031221,0.511,0.426,5.97261017298606e-12,0,"CDK2AP2"
"ARPC4",3.2694736197841e-16,0.56633880643267,0.782,0.761,7.74407521582063e-12,0,"ARPC4"
"DZIP3",3.94714425526721e-16,1.53559319870505,0.709,0.637,9.34920588302593e-12,0,"DZIP3"
"ZNF80",4.27411788863417e-16,1.77966549373085,0.561,0.46,1.01236756310189e-11,0,"ZNF80"
"ZNF737",4.68288999863678e-16,0.68257490213094,0.862,0.809,1.10918932507711e-11,0,"ZNF737"
"CCSER2",5.29980084759758e-16,1.15681127576296,0.744,0.666,1.25531082876196e-11,0,"CCSER2"
"UTY",6.34593709475466e-16,1.05834480550818,0.655,0.566,1.50309866026359e-11,0,"UTY"
"IKZF1",6.50364324792159e-16,0.531208793321325,0.46,0.322,1.54045293970271e-11,0,"IKZF1"
"ELMO1",6.76517190824287e-16,0.782614367986865,0.57,0.46,1.60239861818641e-11,0,"ELMO1"
"CCDC69",8.01391065114079e-16,1.13535357827409,0.664,0.573,1.89817487682921e-11,0,"CCDC69"
"RPS6KA3",1.12502197080188e-15,0.574661289044995,0.878,0.843,2.66472704004134e-11,0,"RPS6KA3"
"OPTN",1.44506621638914e-15,0.832418170034248,0.675,0.579,3.42278384013932e-11,0,"OPTN"
"DDHD1",1.48945173952942e-15,0.631905410558508,0.882,0.815,3.52791539024939e-11,0,"DDHD1"
"CADM1",1.65115178369844e-15,1.2739148267267,0.271,0.173,3.91091811486812e-11,0,"CADM1"
"CALM3",1.74005791981274e-15,0.716919130253528,0.67,0.561,4.12150118886845e-11,0,"CALM3"
"SFXN1",1.89136787794714e-15,0.937275247216999,0.8,0.725,4.47989395570559e-11,0,"SFXN1"
"APMAP",2.57478743882905e-15,0.978867217909017,0.53,0.44,6.09864152761048e-11,0,"APMAP"
"GPR12",3.70826128297144e-15,0.544069281685162,0.622,0.52,8.78338767484616e-11,0,"GPR12"
"SYNE1",3.96097244305555e-15,0.734974197764108,0.518,0.411,9.38195932862137e-11,0,"SYNE1"
"RBL2",4.35434942401698e-15,0.879034096032062,0.548,0.449,1.03137120457266e-10,0,"RBL2"
"TRAFD1",4.55689262741436e-15,1.44739600754262,0.401,0.314,1.07934558772937e-10,0,"TRAFD1"
"TXNDC11",4.68466662388099e-15,1.55486610421262,0.279,0.179,1.10961013653245e-10,0,"TXNDC11"
"C9orf142",4.83572139913247e-15,0.887910879267016,0.503,0.426,1.14538897059852e-10,0,"C9orf142"
"PCGF5",5.48871595626828e-15,1.0810608138219,0.79,0.744,1.30005726140171e-10,0,"PCGF5"
"LOC100130476",9.36222037911907e-15,0.785918860977576,0.296,0.192,2.21753551899814e-10,0,"LOC100130476"
"GBP1",9.4858428994684e-15,0.553924252635221,0.449,0.333,2.24681674916809e-10,0,"GBP1"
"SIDT1",1.13836595709594e-14,0.686475829606454,0.415,0.299,2.69633360597745e-10,0,"SIDT1"
"XRN1",1.23337934418438e-14,1.07687892515433,0.567,0.474,2.92138231463511e-10,0,"XRN1"
"EPSTI1",1.3269432867157e-14,0.840727529142753,0.358,0.248,3.14299786891481e-10,0,"EPSTI1"
"ROCK1",1.55541179540119e-14,1.10541368043568,0.55,0.488,3.68414837858725e-10,0,"ROCK1"
"PRKY",1.80937366994173e-14,1.13894094482348,0.519,0.408,4.28568247462397e-10,0,"PRKY"
"CYLD",1.84209607182381e-14,0.777595754987679,0.422,0.31,4.36318875572188e-10,0,"CYLD"
"LPIN2",1.97086545543221e-14,1.23233061259025,0.349,0.252,4.66819191773673e-10,0,"LPIN2"
"STX11",2.31036631821699e-14,1.48234010017843,0.634,0.541,5.47233366132875e-10,0,"STX11"
"FAM126B",2.35908179609531e-14,0.815646520950116,0.867,0.817,5.58772114223135e-10,0,"FAM126B"
"IFI16",2.42005648323056e-14,0.512698337572311,0.824,0.744,5.73214578617989e-10,0,"IFI16"
"CLK1",2.84461892461118e-14,0.693598454871393,0.709,0.669,6.73776438483403e-10,0,"CLK1"
"KLHL28",3.01626467296144e-14,1.0516438212291,0.774,0.691,7.14432450437646e-10,0,"KLHL28"
"LOC729603",3.3420514031302e-14,0.824496348889731,0.786,0.719,7.91598295345419e-10,0,"LOC729603"
"CSK",4.17078614125683e-14,0.731612307455412,0.477,0.378,9.87892405418092e-10,0,"CSK"
"PREX1",4.63333900194409e-14,0.873238346883179,0.491,0.38,1.09745267600048e-09,0,"PREX1"
"MACF1",5.19810062085618e-14,0.819226658832399,0.64,0.59,1.231222113056e-09,0,"MACF1"
"RASA2",5.4643236573715e-14,0.702988914562037,0.465,0.35,1.29427970148501e-09,0,"RASA2"
"NOTCH1",7.88824832863667e-14,1.04918160408335,0.385,0.282,1.86841049912088e-09,0,"NOTCH1"
"CREM",8.37242621709758e-14,1.01729913681595,0.442,0.345,1.98309287378173e-09,0,"CREM"
"CD28",8.43377816533681e-14,0.635459775499916,0.466,0.353,1.99762469624168e-09,0,"CD28"
"SYTL2",9.41157525559009e-14,1.32381561850525,0.269,0.175,2.22922571503907e-09,0,"SYTL2"
"TMC5",1.1623751070257e-13,0.540386898022458,0.596,0.49,2.75320167850108e-09,0,"TMC5"
"LOC374443",1.83912289116412e-13,0.755917993380841,0.453,0.358,4.35614648001134e-09,0,"LOC374443"
"SHISA5",1.96735913657506e-13,0.696988835660044,0.655,0.618,4.65988685089169e-09,0,"SHISA5"
"CDKN1B",2.23257812531912e-13,0.938786566025441,0.412,0.323,5.28808454763087e-09,0,"CDKN1B"
"NFATC1",2.38520857627463e-13,0.975041449825919,0.317,0.223,5.64960503376409e-09,0,"NFATC1"
