gene,cancer,protein_detected,detected_fraction,total_patients,rna_log2fc,tumor_log2tpm_mean,normal_log2tpm_mean,gene_length,gene_type,protein_coding,high_rna,discordant
RYK,PAAD,0,0.1818181818181818,11,1.077620506286621,4.592799663543701,3.51517915725708,185442.0,protein_coding,1.0,True,True
TPRA1,PAAD,0,0.125,8,1.3964717388153076,4.776383876800537,3.379912137985229,25183.0,protein_coding,1.0,True,True
BDH2,PAAD,0,0.4444444444444444,9,1.6016244888305664,5.11787223815918,3.5162477493286133,20449.0,protein_coding,1.0,True,True
APEH,PAAD,0,0.5,12,1.50264310836792,6.219208717346191,4.716565608978272,9962.0,protein_coding,1.0,True,True
HMGB2,PAAD,0,0.3333333333333333,12,2.91153621673584,6.188066005706787,3.276529788970948,3431.0,protein_coding,1.0,True,True
CMBL,PAAD,0,0.2,10,2.122037410736084,4.581902980804443,2.45986557006836,32152.0,protein_coding,1.0,True,True
TRA2A,PAAD,0,0.0833333333333333,12,0.8697590827941895,5.473499298095703,4.603740215301514,27262.0,protein_coding,1.0,True,True
PTTG1,PAAD,0,0.5,12,5.344154357910156,4.586999893188477,-0.7571545243263245,6923.0,protein_coding,1.0,True,True
FABP5,PAAD,0,0.0,12,1.826382398605347,5.722537517547607,3.8961551189422607,4415.0,protein_coding,1.0,True,True
BRI3,PAAD,0,0.0,10,1.314356803894043,7.658714771270752,6.344357967376709,58063.0,protein_coding,1.0,True,True
CTSB,PAAD,0,0.5,12,3.579925060272217,9.252483367919922,5.672558307647705,26925.0,protein_coding,1.0,True,True
CTHRC1,PAAD,0,0.4285714285714285,7,6.700610637664795,6.537458419799805,-0.1631521135568618,11483.0,protein_coding,1.0,True,True
RPP25L,PAAD,0,0.2,10,1.6627423763275146,4.636350631713867,2.9736082553863525,1619.0,protein_coding,1.0,True,True
ALDH1A1,PAAD,0,0.4545454545454545,11,0.2559895515441894,6.673385143280029,6.41739559173584,179781.0,protein_coding,1.0,True,True
FBP1,PAAD,0,0.4545454545454545,11,2.114320993423462,5.690928936004639,3.5766079425811768,37117.0,protein_coding,1.0,True,True
MID1IP1,PAAD,0,0.4545454545454545,11,0.3058810234069824,4.886472702026367,4.580591678619385,5106.0,protein_coding,1.0,True,True
AQP3,PAAD,0,0.0,10,1.45550799369812,5.3420820236206055,3.886574029922485,6458.0,protein_coding,1.0,True,True
CLDN2,PAAD,0,0.3333333333333333,12,3.929006814956665,4.789239883422852,0.8602331280708313,30698.0,protein_coding,1.0,True,True
SUGT1,PAAD,0,0.5,12,1.7056536674499512,5.1698431968688965,3.4641895294189453,48201.0,protein_coding,1.0,True,True
GJB2,PAAD,0,0.0909090909090909,11,6.058475494384766,4.841068267822266,-1.2174071073532104,5429.0,protein_coding,1.0,True,True
DEPP1,PAAD,0,0.0909090909090909,11,0.5997252464294434,7.097039699554443,6.497314453125,,,,True,True
NUDT5,PAAD,0,0.0909090909090909,11,1.8872056007385247,5.236074924468994,3.3488693237304688,30820.0,protein_coding,1.0,True,True
FUNDC2,PAAD,0,0.0833333333333333,12,0.380439281463623,6.384500026702881,6.004060745239258,34324.0,protein_coding,1.0,True,True
METTL17,PAAD,0,0.0,7,0.1369962692260742,5.084811687469482,4.947815418243408,7266.0,protein_coding,1.0,True,True
ARHGEF40,PAAD,0,0.0,11,0.7594099044799805,4.84102725982666,4.08161735534668,19971.0,protein_coding,1.0,True,True
NSMF,PAAD,0,0.0833333333333333,12,0.5185227394104004,4.805320262908936,4.286797523498535,11765.0,protein_coding,1.0,True,True
IFI27,PAAD,0,0.1111111111111111,9,6.051115989685059,9.628681182861328,3.577565193176269,11863.0,protein_coding,1.0,True,True
HTRA1,PAAD,0,0.0909090909090909,11,3.3527071475982666,7.352052211761475,3.999345064163208,53384.0,protein_coding,1.0,True,True
FBN1,PAAD,0,0.0,12,4.264308929443359,5.559529781341553,1.2952206134796145,237544.0,protein_coding,1.0,True,True
CKB,PAAD,0,0.0,12,1.7229866981506348,6.750570774078369,5.027584075927734,3453.0,protein_coding,1.0,True,True
DPCD,PAAD,0,0.0,11,2.462263345718384,4.759884357452393,2.297621011734009,39109.0,protein_coding,1.0,True,True
PCBD1,PAAD,0,0.4545454545454545,11,0.7514958381652832,6.430712699890137,5.6792168617248535,6505.0,protein_coding,1.0,True,True
ILK,PAAD,0,0.1666666666666666,12,1.1789255142211914,6.6837544441223145,5.504828929901123,7167.0,protein_coding,1.0,True,True
TPP1,PAAD,0,0.4,10,2.021445751190185,5.999443054199219,3.977997303009033,6699.0,protein_coding,1.0,True,True
CYB5A,PAAD,0,0.1111111111111111,9,-0.5098543167114258,6.431768894195557,6.941623210906982,41170.0,protein_coding,1.0,True,True
MFAP4,PAAD,0,0.25,12,2.5711143016815186,6.079927921295166,3.5088136196136475,3799.0,protein_coding,1.0,True,True
SEC11C,PAAD,0,0.1,10,-0.2337970733642578,6.384315967559815,6.618113040924072,19360.0,protein_coding,1.0,True,True
CIAO2A,PAAD,0,0.2727272727272727,11,1.2608189582824707,5.470214366912842,4.209395408630371,,,,True,True
ANPEP,PAAD,0,0.5,12,-2.862649440765381,5.14136266708374,8.004012107849121,30513.0,protein_coding,1.0,True,True
PIP4K2C,PAAD,0,0.5,12,1.858713865280152,4.662294864654541,2.8035809993743896,12245.0,protein_coding,1.0,True,True
SCG5,PAAD,0,0.0,12,1.2784104347229004,5.895051956176758,4.616641521453857,55423.0,protein_coding,1.0,True,True
TSC22D4,PAAD,0,0.3333333333333333,12,1.726124286651611,5.333536624908447,3.607412338256836,15921.0,protein_coding,1.0,True,True
EVA1C,PAAD,0,0.125,8,2.355024099349976,4.936461448669434,2.581437349319458,103392.0,protein_coding,1.0,True,True
CERCAM,PAAD,0,0.1,10,2.445250988006592,5.594377517700195,3.1491265296936035,25601.0,protein_coding,1.0,True,True
POP5,PAAD,0,0.3333333333333333,12,0.8657426834106445,4.973915576934815,4.10817289352417,2635.0,protein_coding,1.0,True,True
GPX4,PAAD,0,0.1111111111111111,9,2.831152439117432,8.430075645446777,5.598923206329346,2866.0,protein_coding,1.0,True,True
MIDN,PAAD,0,0.4545454545454545,11,1.753590106964111,5.524930000305176,3.771339893341065,10588.0,protein_coding,1.0,True,True
CDC42EP5,PAAD,0,0.2,10,3.882259130477905,6.171107769012451,2.288848638534546,8239.0,protein_coding,1.0,True,True
PSCA,PAAD,0,0.0,12,7.929401397705078,5.760903358459473,-2.1684978008270264,12417.0,protein_coding,1.0,True,True
NXN,PAAD,0,0.0,9,0.9836635589599608,4.5850043296813965,3.6013407707214355,180458.0,protein_coding,1.0,True,True
KLK1,PAAD,0,0.0,9,-5.690614223480225,4.652313709259033,10.342927932739258,4640.0,protein_coding,1.0,True,True
KLK11,PAAD,0,0.0909090909090909,11,0.8188502788543701,4.781591892242432,3.9627416133880615,5824.0,protein_coding,1.0,True,True
ANGPTL4,PAAD,0,0.2727272727272727,11,0.8019349575042725,4.60069465637207,3.798759698867798,11085.0,protein_coding,1.0,True,True
CD320,PAAD,0,0.0,11,0.8477392196655273,4.813579559326172,3.965840339660645,6230.0,protein_coding,1.0,True,True
IGFBP6,PAAD,0,0.25,12,2.6345021724700928,6.202216148376465,3.567713975906372,4910.0,protein_coding,1.0,True,True
CDK2AP2,PAAD,0,0.125,8,0.7513256072998047,5.8286848068237305,5.077359199523926,2153.0,protein_coding,1.0,True,True
SRP68,PAAD,0,0.5,12,0.8621950149536133,5.54137659072876,4.6791815757751465,33879.0,protein_coding,1.0,True,True
SLC3A2,PAAD,0,0.5,12,1.581233024597168,6.831549167633057,5.250316143035889,32774.0,protein_coding,1.0,True,True
RBPJ,PAAD,0,0.0,12,1.1866979598999023,4.588212013244629,3.4015140533447266,271677.0,protein_coding,1.0,True,True
POLR2J3,PAAD,0,0.0833333333333333,12,0.7478599548339844,5.331640243530273,4.583780288696289,34739.0,protein_coding,1.0,True,True
NT5DC2,PAAD,0,0.3636363636363636,11,2.6592960357666016,5.42795467376709,2.7686586380004883,10670.0,protein_coding,1.0,True,True
SMIM4,PAAD,0,0.4545454545454545,11,1.9986357688903809,4.9789323806762695,2.9802966117858887,45225.0,protein_coding,1.0,True,True
MMADHC,PAAD,0,0.5,10,1.0805740356445312,5.8977766036987305,4.817202568054199,18183.0,protein_coding,1.0,True,True
PDHB,PAAD,0,0.3333333333333333,9,1.631788969039917,5.329741954803467,3.69795298576355,6228.0,protein_coding,1.0,True,True
RAB31,PAAD,0,0.3636363636363636,11,4.34821891784668,5.215023994445801,0.8668050169944763,154387.0,protein_coding,1.0,True,True
ATXN2L,PAAD,0,0.5,10,0.8662657737731934,5.735519409179688,4.869253635406494,14203.0,protein_coding,1.0,True,True
COL3A1,PAAD,0,0.25,12,6.139665126800537,9.759681701660156,3.620016574859619,38427.0,protein_coding,1.0,True,True
NPNT,PAAD,0,0.0,12,1.71478533744812,5.002255439758301,3.2874701023101807,109253.0,protein_coding,1.0,True,True
TBC1D10B,PAAD,0,0.0,11,1.725236415863037,4.697094440460205,2.971858024597168,13163.0,protein_coding,1.0,True,True
LMAN2,PAAD,0,0.25,12,1.534916877746582,7.295783996582031,5.760867118835449,20291.0,protein_coding,1.0,True,True
THBS3,PAAD,0,0.1666666666666666,12,0.9053375720977784,4.616779804229736,3.711442232131958,13464.0,protein_coding,1.0,True,True
CLIC4,PAAD,0,0.0,10,2.3931267261505127,5.47580623626709,3.082679510116577,98968.0,protein_coding,1.0,True,True
FASN,PAAD,0,0.0,10,1.6176106929779053,5.420198440551758,3.802587747573853,19995.0,protein_coding,1.0,True,True
RFNG,PAAD,0,0.4166666666666667,12,0.2748689651489258,4.73848819732666,4.463619232177734,3930.0,protein_coding,1.0,True,True
UGP2,PAAD,0,0.2,10,1.5963420867919922,5.975184917449951,4.378842830657959,50623.0,protein_coding,1.0,True,True
MUC3A,PAAD,0,0.1666666666666666,12,5.122974395751953,4.727578639984131,-0.3953957855701446,18792.0,protein_coding,1.0,True,True
CST1,PAAD,0,0.1818181818181818,11,13.968358039855955,6.009443759918213,-7.958914279937744,3716.0,protein_coding,1.0,True,True
CD14,PAAD,0,0.3333333333333333,12,3.200293064117432,5.655637741088867,2.4553446769714355,1974.0,protein_coding,1.0,True,True
CHCHD7,PAAD,0,0.0909090909090909,11,1.432603359222412,4.818190574645996,3.385587215423584,7113.0,protein_coding,1.0,True,True
TMEM43,PAAD,0,0.3636363636363636,11,2.2469899654388428,5.4022393226623535,3.1552493572235107,18740.0,protein_coding,1.0,True,True
CAVIN3,PAAD,0,0.0,11,1.844210386276245,5.12265157699585,3.2784411907196045,,,,True,True
C11ORF24,PAAD,0,0.5,12,1.9080908298492432,5.113132476806641,3.205041646957397,10667.0,protein_coding,1.0,True,True
GAA,PAAD,0,0.2727272727272727,11,1.5049219131469729,5.377731323242188,3.872809410095215,18324.0,protein_coding,1.0,True,True
ZDHHC16,PAAD,0,0.1818181818181818,11,1.3913905620574951,4.657227516174316,3.2658369541168213,11240.0,protein_coding,1.0,True,True
PGAM1,PAAD,0,0.3,10,2.483386993408203,7.210569858551025,4.727182865142822,7282.0,protein_coding,1.0,True,True
HOPX,PAAD,0,0.0,7,5.145207405090332,5.795285224914551,0.6500779390335083,33912.0,protein_coding,1.0,True,True
CLSTN1,PAAD,0,0.2727272727272727,11,1.939673900604248,6.610062122344971,4.670388221740723,95501.0,protein_coding,1.0,True,True
EXOSC10,PAAD,0,0.4166666666666667,12,0.9395797252655028,4.865702629089356,3.926122903823853,33264.0,protein_coding,1.0,True,True
RPS21,PAAD,0,0.5,12,1.427140235900879,11.058475494384766,9.631335258483888,1405.0,protein_coding,1.0,True,True
PRNP,PAAD,0,0.1818181818181818,11,2.632077693939209,5.572854518890381,2.940776824951172,15355.0,protein_coding,1.0,True,True
TVP23B,PAAD,0,0.4,10,1.2491581439971924,4.863307476043701,3.614149332046509,25720.0,protein_coding,1.0,True,True
SYNPO,PAAD,0,0.1,10,1.972283124923706,5.296665668487549,3.3243825435638428,58141.0,protein_coding,1.0,True,True
REG3A,PAAD,0,0.0,11,-3.749176025390625,5.673046112060547,9.422222137451172,2751.0,protein_coding,1.0,True,True
LAMB2,PAAD,0,0.5,12,1.2320985794067385,7.471493244171143,6.239394664764404,12005.0,protein_coding,1.0,True,True
TPSAB1,PAAD,0,0.1,10,2.730098009109497,5.188469886779785,2.458371877670288,1859.0,protein_coding,1.0,True,True
POP7,PAAD,0,0.0909090909090909,11,1.603698968887329,4.918376922607422,3.3146779537200928,1443.0,protein_coding,1.0,True,True
MCRIP2,PAAD,0,0.1,10,1.0321626663208008,5.161301136016846,4.129138469696045,,,,True,True
GNG12,PAAD,0,0.1,10,2.444769859313965,5.074068069458008,2.629298210144043,132002.0,protein_coding,1.0,True,True
COPS9,PAAD,0,0.4,10,1.6233820915222168,7.233957290649414,5.610575199127197,,,,True,True
EFEMP2,PAAD,0,0.0,10,2.760784864425659,6.053972244262695,3.293187379837036,7152.0,protein_coding,1.0,True,True
TMEM134,PAAD,0,0.1666666666666666,12,0.621248722076416,6.098793983459473,5.477545261383057,7563.0,protein_coding,1.0,True,True
NADSYN1,PAAD,0,0.25,12,0.9541287422180176,5.2024245262146,4.248295783996582,70999.0,protein_coding,1.0,True,True
TRMT112,PAAD,0,0.4,10,2.1743621826171875,7.850825309753418,5.676463127136231,1625.0,protein_coding,1.0,True,True
GLRX,PAAD,0,0.4,10,3.1114540100097656,5.14215612411499,2.0307021141052246,71687.0,protein_coding,1.0,True,True
GPR137,PAAD,0,0.0,10,1.8716275691986084,4.777301788330078,2.9056742191314697,19439.0,protein_coding,1.0,True,True
C1QB,PAAD,0,0.2222222222222222,9,3.6641595363616943,7.323237895965576,3.659078359603882,8777.0,protein_coding,1.0,True,True
C1QA,PAAD,0,0.0,12,4.079587936401367,7.285068511962891,3.2054808139801025,3103.0,protein_coding,1.0,True,True
DAG1,PAAD,0,0.1,10,1.396402359008789,5.416594982147217,4.020192623138428,66916.0,protein_coding,1.0,True,True
ZNRD2,PAAD,0,0.5,12,1.008988380432129,5.488724708557129,4.479736328125,,,,True,True
FKBP2,PAAD,0,0.4166666666666667,12,1.3242807388305664,7.352034091949463,6.0277533531188965,3130.0,protein_coding,1.0,True,True
CHD2,PAAD,0,0.4444444444444444,9,1.0399529933929443,4.623842239379883,3.5838892459869385,127817.0,protein_coding,1.0,True,True
MUC13,PAAD,0,0.0,11,5.789338111877441,5.609045505523682,-0.1802928298711776,48378.0,protein_coding,1.0,True,True
CNP,PAAD,0,0.0,12,2.149707794189453,5.513591289520264,3.3638834953308105,10991.0,protein_coding,1.0,True,True
NET1,PAAD,0,0.0833333333333333,12,2.369694232940674,5.798067569732666,3.428373336791992,45913.0,protein_coding,1.0,True,True
PITPNA,PAAD,0,0.0909090909090909,11,1.3852827548980713,4.832187652587891,3.44690489768982,45099.0,protein_coding,1.0,True,True
ATP2A2,PAAD,0,0.3333333333333333,9,2.01580810546875,6.24387788772583,4.22806978225708,70338.0,protein_coding,1.0,True,True
RPL4,PAAD,0,0.4545454545454545,11,0.9545907974243164,10.832240104675291,9.877649307250977,26518.0,protein_coding,1.0,True,True
CD248,PAAD,0,0.0,12,3.2425360679626465,5.174369812011719,1.9318337440490725,2558.0,protein_coding,1.0,True,True
PHYKPL,PAAD,0,0.4,10,0.0622401237487793,4.63190221786499,4.569662094116211,24295.0,protein_coding,1.0,True,True
MRPL48,PAAD,0,0.4166666666666667,12,1.1867306232452393,4.932363986968994,3.745633363723755,77818.0,protein_coding,1.0,True,True
RAB6A,PAAD,0,0.3,10,1.9652807712554927,5.663634777069092,3.698354005813599,85500.0,protein_coding,1.0,True,True
SFN,PAAD,0,0.1,10,7.427491188049316,6.403379917144775,-1.0241113901138306,1320.0,protein_coding,1.0,True,True
A2M,PAAD,0,0.0,10,2.733851432800293,7.424843788146973,4.69099235534668,48566.0,protein_coding,1.0,True,True
METRNL,PAAD,0,0.1,10,2.554909467697144,5.596621036529541,3.041711568832397,15429.0,protein_coding,1.0,True,True
WSB2,PAAD,0,0.5,12,1.9024145603179927,5.374947547912598,3.4725329875946045,29737.0,protein_coding,1.0,True,True
PNMA1,PAAD,0,0.0833333333333333,12,3.7029643058776855,4.851614952087402,1.1486507654190063,2590.0,protein_coding,1.0,True,True
ANKLE2,PAAD,0,0.25,12,1.3917303085327148,4.9615654945373535,3.5698351860046387,36386.0,protein_coding,1.0,True,True
FAM89B,PAAD,0,0.3636363636363636,11,0.966172695159912,5.483236789703369,4.517064094543457,1850.0,protein_coding,1.0,True,True
DPP7,PAAD,0,0.4444444444444444,9,1.2247872352600098,7.18754243850708,5.96275520324707,4636.0,protein_coding,1.0,True,True
RHOG,PAAD,0,0.0,11,2.581765651702881,5.923573017120361,3.3418073654174805,14006.0,protein_coding,1.0,True,True
MAGEF1,PAAD,0,0.2,10,1.7438321113586426,4.9430012702941895,3.199169158935547,1636.0,protein_coding,1.0,True,True
CAVIN1,PAAD,0,0.1666666666666666,12,3.3017609119415283,6.473899364471436,3.1721384525299072,,,,True,True
CD163,PAAD,0,0.1,10,1.929002285003662,4.822840213775635,2.8938379287719727,33081.0,protein_coding,1.0,True,True
TMEM94,PAAD,0,0.375,8,0.6798515319824219,4.712515354156494,4.032663822174072,,,,True,True
AP3S1,PAAD,0,0.1666666666666666,12,1.1890244483947754,5.815890312194824,4.626865863800049,72601.0,protein_coding,1.0,True,True
ODF3B,PAAD,0,0.0,8,2.2446305751800537,4.877689838409424,2.63305926322937,2871.0,protein_coding,1.0,True,True
IMPDH2,PAAD,0,0.0,12,0.0291128158569335,6.839115619659424,6.81000280380249,5084.0,protein_coding,1.0,True,True
SH2B1,PAAD,0,0.4545454545454545,11,0.512415885925293,4.81442928314209,4.302013397216797,27613.0,protein_coding,1.0,True,True
COX14,PAAD,0,0.25,12,1.8879919052124023,5.981815814971924,4.0938239097595215,8479.0,protein_coding,1.0,True,True
CTNNBIP1,PAAD,0,0.0833333333333333,12,1.635730266571045,4.598026752471924,2.962296485900879,62061.0,protein_coding,1.0,True,True
GTPBP6,PAAD,0,0.25,12,0.2234349250793457,4.694733142852783,4.4712982177734375,14291.0,protein_coding,1.0,True,True
GTPBP6,PAAD,0,0.25,12,0.2234349250793457,4.694733142852783,4.4712982177734375,14291.0,protein_coding,1.0,True,True
PARP10,PAAD,0,0.2727272727272727,11,1.3482520580291748,4.967639446258545,3.61938738822937,35620.0,protein_coding,1.0,True,True
GRINA,PAAD,0,0.2727272727272727,11,1.946990966796875,7.208860874176025,5.26186990737915,3358.0,protein_coding,1.0,True,True
GAK,PAAD,0,0.1818181818181818,11,1.0001716613769531,5.872365951538086,4.872194290161133,83098.0,protein_coding,1.0,True,True
MRFAP1,PAAD,0,0.0909090909090909,11,1.9738311767578125,7.677713871002197,5.703882694244385,2655.0,protein_coding,1.0,True,True
SAMD4B,PAAD,0,0.3636363636363636,11,1.902017593383789,6.535056114196777,4.633038520812988,43315.0,protein_coding,1.0,True,True
MAF1,PAAD,0,0.4166666666666667,12,1.6439852714538574,6.464771270751953,4.820785999298096,3113.0,protein_coding,1.0,True,True
PRKRA,PAAD,0,0.1111111111111111,9,1.112783432006836,4.58418607711792,3.471402645111084,20099.0,protein_coding,1.0,True,True
HCLS1,PAAD,0,0.0,11,2.591757535934448,4.8137288093566895,2.221971273422241,29529.0,protein_coding,1.0,True,True
PITPNB,PAAD,0,0.0909090909090909,11,1.595583438873291,4.874280452728272,3.2786970138549805,68466.0,protein_coding,1.0,True,True
TCEAL8,PAAD,0,0.0,11,1.920713186264038,5.666567802429199,3.745854616165161,2209.0,protein_coding,1.0,True,True
F2R,PAAD,0,0.0,9,4.61761474609375,4.855319023132324,0.2377041727304458,19739.0,protein_coding,1.0,True,True
IDH2,PAAD,0,0.4166666666666667,12,0.3214559555053711,6.051332473754883,5.729876518249512,19460.0,protein_coding,1.0,True,True
TSEN54,PAAD,0,0.2222222222222222,9,0.6723208427429199,4.80374813079834,4.13142728805542,8680.0,protein_coding,1.0,True,True
UBA7,PAAD,0,0.2222222222222222,9,1.0124216079711914,5.039883136749268,4.027461528778076,8740.0,protein_coding,1.0,True,True
MOB2,PAAD,0,0.4545454545454545,11,1.621389627456665,5.00121545791626,3.3798258304595947,31791.0,protein_coding,1.0,True,True
BACE2,PAAD,0,0.0,8,2.301785469055176,6.518393039703369,4.216607570648193,114718.0,protein_coding,1.0,True,True
C1S,PAAD,0,0.0,11,2.678691864013672,7.756181240081787,5.077489376068115,82774.0,protein_coding,1.0,True,True
BGN,PAAD,0,0.4166666666666667,12,4.618906497955322,8.956372261047363,4.337465763092041,14616.0,protein_coding,1.0,True,True
MXRA7,PAAD,0,0.2,10,1.931912422180176,6.359522342681885,4.427609920501709,38466.0,protein_coding,1.0,True,True
MFSD5,PAAD,0,0.5,10,1.8332016468048096,4.727949619293213,2.894747972488404,3155.0,protein_coding,1.0,True,True
CRIP2,PAAD,0,0.3636363636363636,11,3.046973705291748,7.4659013748168945,4.4189276695251465,7209.0,protein_coding,1.0,True,True
MTA1,PAAD,0,0.0833333333333333,12,0.0427732467651367,5.059842586517334,5.017069339752197,50910.0,protein_coding,1.0,True,True
SPNS2,PAAD,0,0.4545454545454545,11,1.766814947128296,4.625532627105713,2.858717679977417,40198.0,protein_coding,1.0,True,True
AFMID,PAAD,0,0.0,9,0.1802506446838379,4.773078441619873,4.592827796936035,20385.0,protein_coding,1.0,True,True
GAS6,PAAD,0,0.1818181818181818,11,1.6044692993164062,6.503355026245117,4.898885726928711,43519.0,protein_coding,1.0,True,True
TMEM119,PAAD,0,0.3636363636363636,11,3.6506381034851074,4.706576347351074,1.0559381246566772,8475.0,protein_coding,1.0,True,True
RUVBL2,PAAD,0,0.5,12,1.976577520370484,5.867478370666504,3.890900850296021,22548.0,protein_coding,1.0,True,True
COA5,PAAD,0,0.0,12,1.175711154937744,4.585601329803467,3.4098901748657227,9206.0,protein_coding,1.0,True,True
PSMG1,PAAD,0,0.3,10,1.139495611190796,4.872406482696533,3.732910871505737,9083.0,protein_coding,1.0,True,True
UPP1,PAAD,0,0.1111111111111111,9,2.81917142868042,5.130950927734375,2.311779499053955,20106.0,protein_coding,1.0,True,True
LHFPL6,PAAD,0,0.0909090909090909,11,2.6135170459747314,4.723625659942627,2.1101086139678955,,,,True,True
FAM3B,PAAD,0,0.4,10,-1.1152796745300293,5.0164079666137695,6.131687641143799,53220.0,protein_coding,1.0,True,True
SMTN,PAAD,0,0.0,11,0.9723124504089355,4.799010276794434,3.826697826385498,40653.0,protein_coding,1.0,True,True
TMPRSS2,PAAD,0,0.1818181818181818,11,-0.7335476875305176,4.625331401824951,5.358879089355469,66566.0,protein_coding,1.0,True,True
NIPSNAP1,PAAD,0,0.2,10,1.7548248767852783,4.793797016143799,3.0389721393585205,26530.0,protein_coding,1.0,True,True
TACSTD2,PAAD,0,0.2727272727272727,11,2.404840469360352,6.862520217895508,4.457679748535156,2351.0,protein_coding,1.0,True,True
PTP4A3,PAAD,0,0.0,10,0.2068166732788086,4.909149646759033,4.702332973480225,40462.0,protein_coding,1.0,True,True
SOCS3,PAAD,0,0.2727272727272727,11,2.7765934467315674,5.6269073486328125,2.850313901901245,3300.0,protein_coding,1.0,True,True
PTRHD1,PAAD,0,0.4545454545454545,11,1.6066503524780271,4.714625835418701,3.107975482940674,3649.0,protein_coding,1.0,True,True
CIB1,PAAD,0,0.2727272727272727,11,1.2452993392944336,7.294439315795898,6.049139976501465,4073.0,protein_coding,1.0,True,True
IFITM2,PAAD,0,0.5,12,2.521927833557129,8.572734832763672,6.050806999206543,7642.0,protein_coding,1.0,True,True
TCEAL9,PAAD,0,0.3333333333333333,12,2.205658197402954,6.143933773040772,3.9382755756378174,,,,True,True
UBALD2,PAAD,0,0.0,10,2.460514545440674,6.294383049011231,3.8338685035705566,6098.0,protein_coding,1.0,True,True
CDK10,PAAD,0,0.4,10,0.4273195266723633,5.938446998596191,5.511127471923828,15628.0,protein_coding,1.0,True,True
IFITM1,PAAD,0,0.5,12,2.983996868133545,7.699143409729004,4.715146541595459,1767.0,protein_coding,1.0,True,True
AIDA,PAAD,0,0.25,12,1.981385946273804,5.265109062194824,3.2837231159210205,45198.0,protein_coding,1.0,True,True
SMIM29,PAAD,0,0.3,10,2.279604911804199,5.082225322723389,2.802620410919189,,,,True,True
RNF220,PAAD,0,0.2,10,1.3811278343200684,5.652914047241211,4.271786212921143,246531.0,protein_coding,1.0,True,True
COL4A1,PAAD,0,0.2727272727272727,11,3.659536600112915,6.793453693389893,3.133917093276977,158187.0,protein_coding,1.0,True,True
ARL4C,PAAD,0,0.25,12,4.195263385772705,4.875169277191162,0.6799060106277466,4013.0,protein_coding,1.0,True,True
LAMTOR4,PAAD,0,0.2727272727272727,11,2.0512070655822754,7.4580769538879395,5.406869888305664,7038.0,protein_coding,1.0,True,True
TUBB4B,PAAD,0,0.4,10,2.553889751434326,7.575532913208008,5.021643161773682,2495.0,protein_coding,1.0,True,True
PLSCR1,PAAD,0,0.1111111111111111,9,2.2871713638305664,6.3234171867370605,4.036245822906494,29685.0,protein_coding,1.0,True,True
SERPINA5,PAAD,0,0.4,10,-0.4885416030883789,4.714208126068115,5.202749729156494,31679.0,protein_coding,1.0,True,True
CLN3,PAAD,0,0.0,12,1.5836594104766846,5.288271903991699,3.704612493515015,25360.0,protein_coding,1.0,True,True
CLN3,PAAD,0,0.0,12,1.5836594104766846,5.288271903991699,3.704612493515015,18297.0,protein_coding,1.0,True,True
UROS,PAAD,0,0.4545454545454545,11,1.399876832962036,4.900370597839356,3.50049376487732,38269.0,protein_coding,1.0,True,True
NOC2L,PAAD,0,0.5,12,1.196245193481445,5.291179656982422,4.094934463500977,15106.0,protein_coding,1.0,True,True
NDUFA4,PAAD,0,0.2727272727272727,11,1.7913050651550293,6.4898223876953125,4.698517322540283,8306.0,protein_coding,1.0,True,True
APOD,PAAD,0,0.3,10,1.6845412254333496,7.625635147094727,5.941093921661377,15504.0,protein_coding,1.0,True,True
S100A13,PAAD,0,0.3636363636363636,11,2.82197380065918,7.6060261726379395,4.78405237197876,15306.0,protein_coding,1.0,True,True
RRP7A,PAAD,0,0.0,12,2.1364405155181885,4.592313289642334,2.455872774124145,9835.0,protein_coding,1.0,True,True
HLA-DRB1,PAAD,0,0.0,12,4.401300430297852,7.978665828704834,3.577365159988404,36859.0,protein_coding,1.0,True,True
S100A4,PAAD,0,0.4,10,4.442571640014648,8.436722755432129,3.994151115417481,6524.0,protein_coding,1.0,True,True
IARS1,PAAD,0,0.1666666666666666,12,0.4677958488464355,4.682591915130615,4.21479606628418,,,,True,True
EVL,PAAD,0,0.0,11,0.99788236618042,5.472320556640625,4.474438190460205,172788.0,protein_coding,1.0,True,True
EPHB4,PAAD,0,0.5,10,1.8042845726013184,5.178308010101318,3.3740234375,24957.0,protein_coding,1.0,True,True
MYL6B,PAAD,0,0.0833333333333333,12,2.691863536834717,5.574031352996826,2.8821678161621094,7392.0,protein_coding,1.0,True,True
TCEAL3,PAAD,0,0.0,10,1.2776713371276855,4.956017971038818,3.678346633911133,22240.0,protein_coding,1.0,True,True
SULF2,PAAD,0,0.4545454545454545,11,4.770972728729248,6.568767547607422,1.7977946996688845,130269.0,protein_coding,1.0,True,True
AMZ2,PAAD,0,0.4444444444444444,9,1.6060798168182373,5.41245174407959,3.806371927261353,9591.0,protein_coding,1.0,True,True
HLA-DQA1,PAAD,0,0.0833333333333333,12,5.499197006225586,5.821800708770752,0.3226037621498108,18884.0,protein_coding,1.0,True,True
S100A2,PAAD,0,0.375,8,6.193502426147461,5.100164413452148,-1.0933382511138916,6783.0,protein_coding,1.0,True,True
PDLIM7,PAAD,0,0.0,11,3.777858018875122,6.798552513122559,3.0206944942474365,14213.0,protein_coding,1.0,True,True
