gene,location_raw,location
CD74,Golgi apparatus,Golgi_apparatus
CD74,Predicted to be secreted,Predicted_to_be_secreted
ZRANB1,Nucleoplasm,Nucleoplasm
ZRANB1,Cytosol,Cytosol
NCDN,Cytosol,Cytosol
ADGRA2,Plasma membrane,Plasma_membrane
ADGRA2,Vesicles,Vesicles
ZFP64,Nucleoplasm,Nucleoplasm
MNAT1,Nucleoplasm,Nucleoplasm
SAMD4A,Cell Junctions,Cell_Junctions
SAMD4A,Cytosol,Cytosol
RUNX3,Nucleoplasm,Nucleoplasm
RUNX3,Vesicles,Vesicles
RUNX3,Cytosol,Cytosol
MRE11,Nucleoplasm,Nucleoplasm
SERPINB1,Cytoplasmic bodies,Cytoplasmic_bodies
SERPINB1,Predicted to be secreted,Predicted_to_be_secreted
CYP3A43,Cytosol,Cytosol
CYP3A43,Vesicles,Vesicles
SPAST,Nucleoplasm,Nucleoplasm
SPAST,Cytosol,Cytosol
OSBPL5,Vesicles,Vesicles
AQR,Nucleoplasm,Nucleoplasm
CPS1,Nucleoli,Nucleoli
CPS1,Nucleoli rim,Nucleoli_rim
CPS1,Mid piece,Mid_piece
CPS1,Principal piece,Principal_piece
FHL1,Cytosol,Cytosol
FHL1,Plasma membrane,Plasma_membrane
RTF2,Nucleoli,Nucleoli
RTF2,Nucleoplasm,Nucleoplasm
GABRA1,Plasma membrane,Plasma_membrane
GABRA1,Nucleoplasm,Nucleoplasm
NLRP2,Cytosol,Cytosol
NLRP2,Golgi apparatus,Golgi_apparatus
NLRP2,Vesicles,Vesicles
SLC45A4,Plasma membrane,Plasma_membrane
RNF10,Nucleoplasm,Nucleoplasm
RNF10,Mitochondria,Mitochondria
ZNF839,Plasma membrane,Plasma_membrane
ZNF839,Nucleoplasm,Nucleoplasm
GRAMD1B,Endoplasmic reticulum,Endoplasmic_reticulum
GRAMD1B,Plasma membrane,Plasma_membrane
GRAMD1B,Vesicles,Vesicles
RNH1,Cytosol,Cytosol
RNH1,Nucleoplasm,Nucleoplasm
NDUFS1,Mitochondria,Mitochondria
RB1CC1,Cytosol,Cytosol
RB1CC1,Nuclear membrane,Nuclear_membrane
ALAS1,Mitochondria,Mitochondria
ALAS1,Nucleoplasm,Nucleoplasm
BIRC3,Cytosol,Cytosol
BIRC3,Nucleoplasm,Nucleoplasm
AKAP11,Cytosol,Cytosol
AKAP11,Nucleoli,Nucleoli
AKAP11,Plasma membrane,Plasma_membrane
GLRX2,Nucleoplasm,Nucleoplasm
GLRX2,Vesicles,Vesicles
SNAPC1,Nucleoli,Nucleoli
SNAPC1,Nucleoplasm,Nucleoplasm
DERA,Nucleoplasm,Nucleoplasm
STRAP,Cytosol,Cytosol
STRAP,Cell Junctions,Cell_Junctions
DEF6,Nucleoplasm,Nucleoplasm
PLEKHO1,Mitochondria,Mitochondria
GCLM,Cytosol,Cytosol
GCLM,Nucleoplasm,Nucleoplasm
GCLM,Plasma membrane,Plasma_membrane
UBR2,Nucleoplasm,Nucleoplasm
UBR2,Plasma membrane,Plasma_membrane
EHD2,Plasma membrane,Plasma_membrane
EHD2,Primary cilium,Primary_cilium
EHD2,Primary cilium transition zone,Primary_cilium_transition_zone
DEPDC1,Nucleoplasm,Nucleoplasm
DEPDC1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
CCDC28A,Plasma membrane,Plasma_membrane
CCDC28A,Nucleoplasm,Nucleoplasm
RRAGD,Nucleoplasm,Nucleoplasm
RRAGD,Centrosome,Centrosome
RRAGD,Vesicles,Vesicles
HSF2,Nucleoplasm,Nucleoplasm
PHF20,Nucleoplasm,Nucleoplasm
PHF20,Cytosol,Cytosol
PHF20,Golgi apparatus,Golgi_apparatus
PHF20,Nuclear membrane,Nuclear_membrane
HSD17B6,Nucleoplasm,Nucleoplasm
HSD17B6,Vesicles,Vesicles
NR1H3,Nucleoplasm,Nucleoplasm
NR1H3,Cytosol,Cytosol
TYMP,Golgi apparatus,Golgi_apparatus
TYMP,Nuclear bodies,Nuclear_bodies
TYMP,Cytosol,Cytosol
NCAPH2,Nucleoplasm,Nucleoplasm
NCAPH2,Cell Junctions,Cell_Junctions
NCAPH2,Cytokinetic bridge,Cytokinetic_bridge
TOMM34,Cytosol,Cytosol
TOMM34,Mitochondria,Mitochondria
TOMM34,Vesicles,Vesicles
SEC63,Endoplasmic reticulum,Endoplasmic_reticulum
KPNA6,Cytosol,Cytosol
KPNA6,Nucleoplasm,Nucleoplasm
VIM,Intermediate filaments,Intermediate_filaments
FAS,Plasma membrane,Plasma_membrane
FAS,Cytosol,Cytosol
FAS,Nuclear bodies,Nuclear_bodies
FAS,Predicted to be secreted,Predicted_to_be_secreted
CD44,Plasma membrane,Plasma_membrane
CD44,Golgi apparatus,Golgi_apparatus
CD44,Predicted to be secreted,Predicted_to_be_secreted
KCNG1,Vesicles,Vesicles
AGPAT4,Golgi apparatus,Golgi_apparatus
AGPAT4,Nucleoli,Nucleoli
AGPAT4,Vesicles,Vesicles
SLAMF7,Vesicles,Vesicles
BTN3A1,Vesicles,Vesicles
MIPEP,Mitochondria,Mitochondria
PRKCH,Cytosol,Cytosol
PRKCH,Plasma membrane,Plasma_membrane
IFNGR1,Plasma membrane,Plasma_membrane
VRK2,Endoplasmic reticulum,Endoplasmic_reticulum
VEZT,Nucleoplasm,Nucleoplasm
VEZT,Cytosol,Cytosol
POU2F2,Nucleoplasm,Nucleoplasm
POU2F2,Vesicles,Vesicles
BRD9,Nucleoplasm,Nucleoplasm
SNX1,Endosomes,Endosomes
SNX1,Lysosomes,Lysosomes
TBPL1,Nucleoplasm,Nucleoplasm
TBPL1,Nucleoli,Nucleoli
BMAL2,Nucleoli,Nucleoli
BMAL2,Nucleoplasm,Nucleoplasm
BCLAF1,Nuclear speckles,Nuclear_speckles
SLC39A9,Endoplasmic reticulum,Endoplasmic_reticulum
IBSP,Vesicles,Vesicles
IBSP,Cytosol,Cytosol
IBSP,Nucleoplasm,Nucleoplasm
IBSP,Predicted to be secreted,Predicted_to_be_secreted
RABEP1,Cytosol,Cytosol
RABEP1,Vesicles,Vesicles
HMGB3,Nucleoplasm,Nucleoplasm
HMGB3,Nucleoli,Nucleoli
IKZF2,Nuclear bodies,Nuclear_bodies
IKZF2,Nucleoplasm,Nucleoplasm
IKZF2,Cytosol,Cytosol
GRN,Lysosomes,Lysosomes
GRN,Endosomes,Endosomes
GRN,Predicted to be secreted,Predicted_to_be_secreted
FAM13B,Nucleoplasm,Nucleoplasm
CENPQ,Nucleoplasm,Nucleoplasm
SARS1,Cytosol,Cytosol
RANBP3,Nucleoplasm,Nucleoplasm
ARID4A,Nucleoplasm,Nucleoplasm
ARID4A,Plasma membrane,Plasma_membrane
EIPR1,Nucleoli,Nucleoli
EIPR1,Nucleoplasm,Nucleoplasm
EIPR1,Intermediate filaments,Intermediate_filaments
PNPLA6,Cytosol,Cytosol
PNPLA6,Endoplasmic reticulum,Endoplasmic_reticulum
IFT88,End piece,End_piece
IFT88,Microtubules,Microtubules
IFT88,Primary cilium,Primary_cilium
IFT88,Basal body,Basal_body
IFT88,Centriolar satellite,Centriolar_satellite
IFT88,Connecting piece,Connecting_piece
IFT88,Cytokinetic bridge,Cytokinetic_bridge
IFT88,Mid piece,Mid_piece
IFT88,Mitotic spindle,Mitotic_spindle
IFT88,Principal piece,Principal_piece
ALG1,Endoplasmic reticulum,Endoplasmic_reticulum
ALG1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
ZCCHC8,Nucleoplasm,Nucleoplasm
ABCF2,Cytosol,Cytosol
CHPF2,Cytosol,Cytosol
CHPF2,Nucleoplasm,Nucleoplasm
LRRC7,Cytosol,Cytosol
LRRC7,Plasma membrane,Plasma_membrane
LRRC7,Centrosome,Centrosome
LRRC7,Nucleoplasm,Nucleoplasm
FUT8,Golgi apparatus,Golgi_apparatus
FUT8,Cytosol,Cytosol
FUT8,Nucleoplasm,Nucleoplasm
UBA6,Cytosol,Cytosol
UBA6,Nucleoplasm,Nucleoplasm
GAB2,Plasma membrane,Plasma_membrane
ATP6V0A1,Golgi apparatus,Golgi_apparatus
ATP6V0A1,Vesicles,Vesicles
ATP6V0A1,Cytosol,Cytosol
ATP6V0A1,Nuclear speckles,Nuclear_speckles
PIAS1,Nucleoplasm,Nucleoplasm
PIAS1,Cytosol,Cytosol
SLC4A7,Plasma membrane,Plasma_membrane
SLC4A7,Cytosol,Cytosol
SLC4A7,Focal adhesion sites,Focal_adhesion_sites
APBA2,Golgi apparatus,Golgi_apparatus
MAP2K3,Cytosol,Cytosol
MAP2K3,Nucleoplasm,Nucleoplasm
CLXN,Mid piece,Mid_piece
CLXN,Principal piece,Principal_piece
CLXN,Nucleoplasm,Nucleoplasm
ASTE1,Endoplasmic reticulum,Endoplasmic_reticulum
PEX3,Nucleoplasm,Nucleoplasm
PEX3,Peroxisomes,Peroxisomes
GABARAPL2,Cytosol,Cytosol
GABARAPL2,Nucleoplasm,Nucleoplasm
GABARAPL2,Nuclear bodies,Nuclear_bodies
SH3YL1,Nucleoplasm,Nucleoplasm
FAM136A,Mitochondria,Mitochondria
VCL,Focal adhesion sites,Focal_adhesion_sites
DEPDC1B,Golgi apparatus,Golgi_apparatus
DEPDC1B,Cytosol,Cytosol
DEPDC1B,Nucleoplasm,Nucleoplasm
DAPK2,Golgi apparatus,Golgi_apparatus
DAPK2,Vesicles,Vesicles
NSMAF,Nucleoli,Nucleoli
ADSS2,Cytosol,Cytosol
ADSS2,Plasma membrane,Plasma_membrane
STAP1,Cytosol,Cytosol
STAP1,Nuclear bodies,Nuclear_bodies
RFC1,Nucleoplasm,Nucleoplasm
TBC1D23,Golgi apparatus,Golgi_apparatus
CUL3,Nucleoplasm,Nucleoplasm
CUL3,Cytokinetic bridge,Cytokinetic_bridge
CUL3,Microtubules,Microtubules
MYOM2,Mitochondria,Mitochondria
OTC,Mitochondria,Mitochondria
ZZZ3,Nucleoli,Nucleoli
ZZZ3,Nucleoli rim,Nucleoli_rim
ZZZ3,Nucleoplasm,Nucleoplasm
USP2,Cytosol,Cytosol
USP2,Plasma membrane,Plasma_membrane
TUBG2,Centriolar satellite,Centriolar_satellite
TUBG2,Principal piece,Principal_piece
RPL26L1,Cytosol,Cytosol
RPL26L1,Endoplasmic reticulum,Endoplasmic_reticulum
RPL26L1,Nucleoli,Nucleoli
FLT4,Cytosol,Cytosol
FLT4,Centrosome,Centrosome
FLT4,Plasma membrane,Plasma_membrane
FLT4,Predicted to be secreted,Predicted_to_be_secreted
NSUN2,Nucleoplasm,Nucleoplasm
FBXO42,Nucleoplasm,Nucleoplasm
MFAP3,Golgi apparatus,Golgi_apparatus
MFAP3,Nucleoplasm,Nucleoplasm
MRI1,Cytosol,Cytosol
MRI1,Nucleoplasm,Nucleoplasm
MRI1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
METTL1,Nucleoplasm,Nucleoplasm
HOXC8,Microtubules,Microtubules
HOXC8,Nucleoplasm,Nucleoplasm
PI4K2B,Cytosol,Cytosol
BOD1L1,Nucleoplasm,Nucleoplasm
MAT2B,Plasma membrane,Plasma_membrane
TLL1,Vesicles,Vesicles
TLL1,Predicted to be secreted,Predicted_to_be_secreted
EDC4,Cytoplasmic bodies,Cytoplasmic_bodies
EDC4,Nucleoplasm,Nucleoplasm
TRIO,Cytosol,Cytosol
TRIO,Basal body,Basal_body
TRIO,Plasma membrane,Plasma_membrane
TRIO,Primary cilium,Primary_cilium
TRIO,Primary cilium tip,Primary_cilium_tip
TRIO,Vesicles,Vesicles
VCAN,End piece,End_piece
VCAN,Mid piece,Mid_piece
VCAN,Principal piece,Principal_piece
VCAN,Vesicles,Vesicles
VCAN,Predicted to be secreted,Predicted_to_be_secreted
CLEC16A,Nucleoplasm,Nucleoplasm
CLEC16A,Vesicles,Vesicles
CDH1,Cell Junctions,Cell_Junctions
CDH1,Plasma membrane,Plasma_membrane
CDH1,Golgi apparatus,Golgi_apparatus
MTREX,Nucleoplasm,Nucleoplasm
ZFYVE16,Cytosol,Cytosol
ZFYVE16,Vesicles,Vesicles
RIPOR1,Golgi apparatus,Golgi_apparatus
RIPOR1,Cytosol,Cytosol
RAI14,Nucleoplasm,Nucleoplasm
RAI14,Actin filaments,Actin_filaments
RAI14,Cytosol,Cytosol
SOX30,Nucleoplasm,Nucleoplasm
SOX30,Vesicles,Vesicles
SOX30,Cytosol,Cytosol
PNKP,Nucleoli,Nucleoli
PNKP,Nucleoplasm,Nucleoplasm
BEST2,End piece,End_piece
BEST2,Flagellar centriole,Flagellar_centriole
BEST2,Principal piece,Principal_piece
PHLPP2,Cytokinetic bridge,Cytokinetic_bridge
PHLPP2,Cytosol,Cytosol
PHLPP2,Mitotic spindle,Mitotic_spindle
PHLPP2,Primary cilium,Primary_cilium
PHLPP2,Basal body,Basal_body
PHLPP2,Centriolar satellite,Centriolar_satellite
PHLPP2,Primary cilium tip,Primary_cilium_tip
PHLPP2,Vesicles,Vesicles
SPDL1,Cytosol,Cytosol
STAU2,Nucleoplasm,Nucleoplasm
STAU2,Cytosol,Cytosol
SLC66A1,Vesicles,Vesicles
CTNS,Vesicles,Vesicles
RTN4R,Focal adhesion sites,Focal_adhesion_sites
RTN4R,Plasma membrane,Plasma_membrane
RTN4R,Actin filaments,Actin_filaments
PHF23,Nucleoplasm,Nucleoplasm
PHF23,Cytosol,Cytosol
CDH10,Cell Junctions,Cell_Junctions
CDH10,Nucleoplasm,Nucleoplasm
INPP4A,Nuclear membrane,Nuclear_membrane
INPP4A,Nucleoplasm,Nucleoplasm
RAB27B,Golgi apparatus,Golgi_apparatus
RAB27B,Plasma membrane,Plasma_membrane
RAB27B,Cytosol,Cytosol
PSMA4,Cytosol,Cytosol
PSMA4,Nucleoplasm,Nucleoplasm
PSMA4,Connecting piece,Connecting_piece
PSMA4,Flagellar centriole,Flagellar_centriole
PSMA4,Mid piece,Mid_piece
PSMA4,Vesicles,Vesicles
MYO16,Vesicles,Vesicles
LSG1,Cytosol,Cytosol
LSG1,Nuclear bodies,Nuclear_bodies
LSG1,Nucleoplasm,Nucleoplasm
PARP3,Nuclear bodies,Nuclear_bodies
PARP3,Nucleoplasm,Nucleoplasm
THAP3,Nucleoplasm,Nucleoplasm
THAP3,Mitochondria,Mitochondria
THAP3,Nucleoli,Nucleoli
RIPOR3,Nucleoplasm,Nucleoplasm
TDP1,Nucleoplasm,Nucleoplasm
TDP1,Plasma membrane,Plasma_membrane
AIFM2,Vesicles,Vesicles
AIFM2,Cytosol,Cytosol
AIFM2,Plasma membrane,Plasma_membrane
SPATA7,Mid piece,Mid_piece
SPATA7,Primary cilium transition zone,Primary_cilium_transition_zone
SPATA7,Vesicles,Vesicles
MED17,Nuclear speckles,Nuclear_speckles
MED17,Cytosol,Cytosol
RETSAT,Cytosol,Cytosol
CAPG,Nucleoplasm,Nucleoplasm
CAPG,Mitotic chromosome,Mitotic_chromosome
USH2A,Acrosome,Acrosome
USH2A,Equatorial segment,Equatorial_segment
USH2A,Mid piece,Mid_piece
USH2A,Principal piece,Principal_piece
USH2A,End piece,End_piece
ADAM28,Plasma membrane,Plasma_membrane
ADAM28,Mitochondria,Mitochondria
ADAM28,Predicted to be secreted,Predicted_to_be_secreted
BARX2,Nucleoplasm,Nucleoplasm
BARX2,Cytosol,Cytosol
BARX2,Golgi apparatus,Golgi_apparatus
DCUN1D1,Nucleoplasm,Nucleoplasm
DCUN1D1,Cytosol,Cytosol
JADE2,Nucleoplasm,Nucleoplasm
ZIC2,Nuclear bodies,Nuclear_bodies
LCP2,Cytosol,Cytosol
TRIT1,Mitochondria,Mitochondria
CTNNA1,Cell Junctions,Cell_Junctions
CTNNA1,Plasma membrane,Plasma_membrane
CTNNA1,Connecting piece,Connecting_piece
CTNNA1,Golgi apparatus,Golgi_apparatus
CTNNA1,Mid piece,Mid_piece
CTNNA1,Principal piece,Principal_piece
CTNNA1,Vesicles,Vesicles
PHKA2,Nucleoplasm,Nucleoplasm
CNTLN,Centrosome,Centrosome
CNTLN,Cytosol,Cytosol
CNTLN,Nucleoplasm,Nucleoplasm
EPHA3,Cytosol,Cytosol
EPHA3,Nuclear membrane,Nuclear_membrane
EPHA3,Plasma membrane,Plasma_membrane
EPHA3,Actin filaments,Actin_filaments
EPHA3,Nucleoplasm,Nucleoplasm
HSPA5,Annulus,Annulus
HSPA5,Cytosol,Cytosol
HSPA5,End piece,End_piece
HSPA5,Mid piece,Mid_piece
HSPA5,Principal piece,Principal_piece
DSG2,Cell Junctions,Cell_Junctions
DSG2,Plasma membrane,Plasma_membrane
DSG2,Vesicles,Vesicles
GEMIN8,Cytosol,Cytosol
GEMIN8,Nucleoplasm,Nucleoplasm
OFD1,Microtubules,Microtubules
OFD1,End piece,End_piece
OFD1,Primary cilium,Primary_cilium
MAGEC2,Nucleoplasm,Nucleoplasm
MAGEC2,Cytosol,Cytosol
PREX2,Endoplasmic reticulum,Endoplasmic_reticulum
WDR37,Intermediate filaments,Intermediate_filaments
YTHDC2,Nucleoplasm,Nucleoplasm
YTHDC2,Cytoplasmic bodies,Cytoplasmic_bodies
YTHDC2,Nuclear bodies,Nuclear_bodies
CTPS2,Cytosol,Cytosol
CTPS2,Mitochondria,Mitochondria
ATP6V1H,Actin filaments,Actin_filaments
ATP6V1H,Cytosol,Cytosol
ATP6V1H,Plasma membrane,Plasma_membrane
POLR2B,Nucleoplasm,Nucleoplasm
ATOSA,Nucleoplasm,Nucleoplasm
ARAP2,Focal adhesion sites,Focal_adhesion_sites
ARAP2,Actin filaments,Actin_filaments
TPR,Nuclear membrane,Nuclear_membrane
KATNIP,Basal body,Basal_body
KATNIP,Nucleoplasm,Nucleoplasm
KATNIP,Centriolar satellite,Centriolar_satellite
KATNIP,Primary cilium,Primary_cilium
DTNBP1,Microtubules,Microtubules
DTNBP1,Midbody,Midbody
XK,Mitochondria,Mitochondria
XK,Nucleoplasm,Nucleoplasm
XK,Vesicles,Vesicles
ANO2,Plasma membrane,Plasma_membrane
ANO2,Nucleoplasm,Nucleoplasm
C12ORF4,Nuclear bodies,Nuclear_bodies
SCML1,Nucleoplasm,Nucleoplasm
WWC3,Cytosol,Cytosol
WWC3,Actin filaments,Actin_filaments
ARHGAP6,Cytosol,Cytosol
ARHGAP6,Mitotic spindle,Mitotic_spindle
MAP4,Cytosol,Cytosol
MAP4,Microtubules,Microtubules
MAP4,Plasma membrane,Plasma_membrane
MAP4,Primary cilium,Primary_cilium
MAP4,Acrosome,Acrosome
MAP4,Basal body,Basal_body
MAP4,Equatorial segment,Equatorial_segment
GOPC,Golgi apparatus,Golgi_apparatus
GOPC,Calyx,Calyx
GOPC,Connecting piece,Connecting_piece
GOPC,Mid piece,Mid_piece
GOPC,Principal piece,Principal_piece
ROS1,Vesicles,Vesicles
USP28,Nucleoplasm,Nucleoplasm
USP28,Nuclear bodies,Nuclear_bodies
HDAC9,Nucleoplasm,Nucleoplasm
HDAC9,Mitotic chromosome,Mitotic_chromosome
NOP16,Nucleoli,Nucleoli
CC2D2A,Connecting piece,Connecting_piece
CC2D2A,Mid piece,Mid_piece
CC2D2A,Perinuclear theca,Perinuclear_theca
CC2D2A,Principal piece,Principal_piece
RRM2B,Nucleoplasm,Nucleoplasm
RRM2B,Cytosol,Cytosol
ZNF800,Nucleoli,Nucleoli
ZNF800,Nucleoli rim,Nucleoli_rim
ZNF800,Cytosol,Cytosol
TNFRSF17,Golgi apparatus,Golgi_apparatus
TNFRSF17,Mitotic spindle,Mitotic_spindle
SNX29,Golgi apparatus,Golgi_apparatus
SNX29,Cytosol,Cytosol
SNX29,Nucleoli,Nucleoli
MRPS10,Mitochondria,Mitochondria
MRPS10,Actin filaments,Actin_filaments
GUCA1A,Plasma membrane,Plasma_membrane
RSF1,Nucleoplasm,Nucleoplasm
VPS13D,Nucleoplasm,Nucleoplasm
VPS13D,Vesicles,Vesicles
VPS13D,Cytosol,Cytosol
CELF2,Nucleoplasm,Nucleoplasm
CELF2,Midbody ring,Midbody_ring
CELF2,Vesicles,Vesicles
FAM120A,Cytosol,Cytosol
R3HDM1,Cytosol,Cytosol
R3HDM1,Nucleoplasm,Nucleoplasm
COL9A2,Vesicles,Vesicles
COL9A2,Predicted to be secreted,Predicted_to_be_secreted
KITLG,Vesicles,Vesicles
ERCC8,Nuclear speckles,Nuclear_speckles
H6PD,Cytosol,Cytosol
PER3,Cytosol,Cytosol
TNFRSF9,Plasma membrane,Plasma_membrane
TNFRSF9,Nucleoli,Nucleoli
EPN3,Vesicles,Vesicles
EPN3,Nucleoplasm,Nucleoplasm
RCN1,Endoplasmic reticulum,Endoplasmic_reticulum
ELN,Plasma membrane,Plasma_membrane
ELN,Predicted to be secreted,Predicted_to_be_secreted
RFC2,Nucleoplasm,Nucleoplasm
RFC2,Golgi apparatus,Golgi_apparatus
ARID1B,Nucleoplasm,Nucleoplasm
ARID1B,Cytosol,Cytosol
ARID1B,Plasma membrane,Plasma_membrane
CLPTM1L,Endoplasmic reticulum,Endoplasmic_reticulum
FOXP3,Nucleoplasm,Nucleoplasm
FOXP3,Cytosol,Cytosol
PPP1R3F,Nucleoplasm,Nucleoplasm
PPP1R3F,Vesicles,Vesicles
NEXMIF,Nucleoplasm,Nucleoplasm
NEXMIF,Cytosol,Cytosol
NEXMIF,Midbody,Midbody
JKAMP,Vesicles,Vesicles
JKAMP,Nucleoplasm,Nucleoplasm
DKK3,Vesicles,Vesicles
DKK3,Cytosol,Cytosol
DKK3,Nuclear bodies,Nuclear_bodies
DKK3,Predicted to be secreted,Predicted_to_be_secreted
ARHGEF5,Cytosol,Cytosol
ARHGEF5,Plasma membrane,Plasma_membrane
ARHGEF5,Nucleoplasm,Nucleoplasm
NFE2L3,Nucleoplasm,Nucleoplasm
NFE2L3,Vesicles,Vesicles
LIMA1,Actin filaments,Actin_filaments
LIMA1,Plasma membrane,Plasma_membrane
LIMA1,Cytosol,Cytosol
LIMA1,Focal adhesion sites,Focal_adhesion_sites
LETMD1,Mitochondria,Mitochondria
LETMD1,Nucleoli,Nucleoli
LETMD1,Nucleoplasm,Nucleoplasm
SLC4A8,Plasma membrane,Plasma_membrane
TNIP3,Cytosol,Cytosol
TNIP3,Nucleoplasm,Nucleoplasm
TNIP3,Nuclear bodies,Nuclear_bodies
TNIP3,Plasma membrane,Plasma_membrane
MAPK9,Cytosol,Cytosol
MAPK9,Plasma membrane,Plasma_membrane
MAPK9,Nuclear speckles,Nuclear_speckles
BCAR1,Focal adhesion sites,Focal_adhesion_sites
BCAR1,Plasma membrane,Plasma_membrane
BCAR1,Cytosol,Cytosol
BCAR1,Nucleoli,Nucleoli
BCAR1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
FHIP1B,Mitochondria,Mitochondria
HERPUD1,Cytosol,Cytosol
HERPUD1,Plasma membrane,Plasma_membrane
HOMER3,Cytosol,Cytosol
HOMER3,Cytoplasmic bodies,Cytoplasmic_bodies
HOMER3,Plasma membrane,Plasma_membrane
RAD51,Nucleoli,Nucleoli
RAD51,Cytosol,Cytosol
RAD51,Mitochondria,Mitochondria
POLQ,Nucleoplasm,Nucleoplasm
POLQ,Cytosol,Cytosol
POLQ,Golgi apparatus,Golgi_apparatus
PIK3CB,Nucleoli,Nucleoli
PIK3CB,Nucleoplasm,Nucleoplasm
PIK3CB,Midbody,Midbody
PIK3CB,Vesicles,Vesicles
THOC3,Nucleoplasm,Nucleoplasm
THOC3,Vesicles,Vesicles
MPHOSPH9,Cytosol,Cytosol
MPHOSPH9,Plasma membrane,Plasma_membrane
MPHOSPH9,Basal body,Basal_body
MPHOSPH9,Centrosome,Centrosome
MPHOSPH9,Golgi apparatus,Golgi_apparatus
MPHOSPH9,Nucleoplasm,Nucleoplasm
PLEKHA5,Cytosol,Cytosol
PLEKHA5,Nucleoplasm,Nucleoplasm
SIKE1,Focal adhesion sites,Focal_adhesion_sites
SIKE1,Vesicles,Vesicles
RRP12,Nucleoli,Nucleoli
RRP12,Cytosol,Cytosol
RRP12,Plasma membrane,Plasma_membrane
RRP12,Vesicles,Vesicles
FNIP2,Cytosol,Cytosol
FNIP2,Centriolar satellite,Centriolar_satellite
MSMO1,Endoplasmic reticulum,Endoplasmic_reticulum
TTC17,Plasma membrane,Plasma_membrane
TTC17,Cytosol,Cytosol
ALX4,Nucleoplasm,Nucleoplasm
FSTL4,Vesicles,Vesicles
FSTL4,Predicted to be secreted,Predicted_to_be_secreted
FOXN3,Nucleoplasm,Nucleoplasm
FOXN3,Cytosol,Cytosol
AKR7A2,Cytosol,Cytosol
AKR7A2,Golgi apparatus,Golgi_apparatus
MRTO4,Nuclear membrane,Nuclear_membrane
MRTO4,Nucleoplasm,Nucleoplasm
MRTO4,Nucleoli,Nucleoli
MCF2L2,Centriolar satellite,Centriolar_satellite
MCF2L2,Cytosol,Cytosol
NRIP2,Cytosol,Cytosol
NRIP2,Nucleoplasm,Nucleoplasm
NRIP2,Nuclear bodies,Nuclear_bodies
LAMA3,Endoplasmic reticulum,Endoplasmic_reticulum
LAMA3,Predicted to be secreted,Predicted_to_be_secreted
KCNQ1,Endoplasmic reticulum,Endoplasmic_reticulum
KCNQ1,Cytosol,Cytosol
KCNQ1,Plasma membrane,Plasma_membrane
TRAPPC3,Cytosol,Cytosol
TRAPPC3,Golgi apparatus,Golgi_apparatus
THRAP3,Nuclear speckles,Nuclear_speckles
PHPT1,Cytosol,Cytosol
PHPT1,Nuclear bodies,Nuclear_bodies
PHPT1,Nucleoplasm,Nucleoplasm
PHPT1,Plasma membrane,Plasma_membrane
LY75,Golgi apparatus,Golgi_apparatus
ARID4B,Cytosol,Cytosol
ARID4B,Mitochondria,Mitochondria
ARID4B,Nucleoplasm,Nucleoplasm
OPN3,Cytosol,Cytosol
OPN3,Nucleoplasm,Nucleoplasm
OPN3,Basal body,Basal_body
OPN3,Plasma membrane,Plasma_membrane
OPN3,Primary cilium,Primary_cilium
SDCCAG8,Basal body,Basal_body
SDCCAG8,Centrosome,Centrosome
SDCCAG8,Primary cilium,Primary_cilium
PTPRN,Endoplasmic reticulum,Endoplasmic_reticulum
HHAT,Golgi apparatus,Golgi_apparatus
KIF1B,End piece,End_piece
KIF1B,Microtubules,Microtubules
KIF1B,Mid piece,Mid_piece
KIF1B,Principal piece,Principal_piece
FOXC1,Nucleoplasm,Nucleoplasm
FOXC1,Cytosol,Cytosol
TBC1D22A,Golgi apparatus,Golgi_apparatus
TBC1D22A,Nucleoplasm,Nucleoplasm
TBC1D22A,Vesicles,Vesicles
SYNE2,Intermediate filaments,Intermediate_filaments
SYNE2,Nuclear membrane,Nuclear_membrane
SYNE2,Primary cilium,Primary_cilium
PLEKHH1,Centrosome,Centrosome
CBLN4,Cytosol,Cytosol
CBLN4,Flagellar centriole,Flagellar_centriole
CBLN4,Mid piece,Mid_piece
CBLN4,Principal piece,Principal_piece
CBLN4,Calyx,Calyx
CBLN4,Perinuclear theca,Perinuclear_theca
CBLN4,Predicted to be secreted,Predicted_to_be_secreted
CHRDL2,Vesicles,Vesicles
CHRDL2,Predicted to be secreted,Predicted_to_be_secreted
FAM168A,Nucleoplasm,Nucleoplasm
RELT,Cytosol,Cytosol
RELT,Nucleoli,Nucleoli
RELT,Nucleoplasm,Nucleoplasm
NOP58,Nucleoli fibrillar center,Nucleoli_fibrillar_center
NOP58,Nucleoplasm,Nucleoplasm
SZRD1,Cytosol,Cytosol
SZRD1,Nucleoplasm,Nucleoplasm
CUL1,Nucleoplasm,Nucleoplasm
CUL1,Cytosol,Cytosol
CUL1,Nucleoli,Nucleoli
FAM114A2,Vesicles,Vesicles
CYFIP2,Endoplasmic reticulum,Endoplasmic_reticulum
CYFIP2,Cytosol,Cytosol
CYFIP2,Plasma membrane,Plasma_membrane
